  I     	  II     	  FA     	  FA'		  AO     	  AO'		
  6.10   	-109.86   	138.96   	-284.84		146.88   	-269.58		
  7.02   	-107.42   	137.82   	-284.84		145.80   	-269.58		
  8.24   	-104.06   	136.68   	-284.84		144.72   	-289.93		
  8.24   	-102.23   	135.54   	-289.93		143.56   	-295.01		
  5.80   	-102.54   	134.38   	-284.84		142.38   	-305.19		
  1.83   	-105.29   	133.24   	-279.75		141.16   	-305.19		
 -2.14   	-108.34   	132.13   	-279.75		139.94   	-310.27		
 -4.58   	-110.47   	131.01   	-274.67		138.70   	-310.27		
 -4.88   	-110.47   	129.91   	-274.67		137.46   	-310.27		
 -2.75   	-108.95   	128.81   	-264.50		136.22   	-310.27		
 -0.31   	-106.20   	127.75   	-259.41		134.97   	-305.19		
  0.61   	-103.76   	126.71   	-259.41		133.75   	-305.19		
  0.00   	-102.54   	125.68   	-249.24		132.53   	-300.10		
 -2.75   	-103.15   	124.68   	-244.15		131.33   	-289.93		
 -5.80   	-104.98   	123.70   	-233.98		130.17   	-289.93		
 -7.32   	-106.20   	122.77   	-233.98		129.01   	-279.75		
 -7.32   	-106.81   	121.83   	-223.80		127.89   	-279.75		
 -6.10   	-106.51   	120.94   	-223.80		126.77   	-264.50		
 -4.58   	-106.20   	120.04   	-213.63		125.72   	-259.41		
 -3.66   	-105.59   	119.19   	-208.54		124.68   	-254.32		
 -3.36   	-104.98   	118.35   	-208.54		123.66   	-249.24		
 -3.36   	-104.06   	117.52   	-198.37		122.66   	-239.06		
 -3.97   	-102.84   	116.72   	-198.37		121.71   	-239.06		
 -4.58   	-102.84   	115.93   	-193.29		120.75   	-228.89		
 -5.49   	-104.68   	115.16   	-188.20		119.84   	-228.89		
 -6.41   	-107.12   	114.40   	-188.20		118.92   	-208.54		
 -6.71   	-109.25   	113.65   	-188.20		118.09   	-213.63		
 -5.80   	-109.56   	112.90   	-183.11		117.23   	-208.54		
 -3.97   	-108.03   	112.17   	-178.03		116.40   	-208.54		
 -1.83   	-105.59   	111.45   	-178.03		115.56   	-198.37		
 -0.61   	-103.76   	110.74   	-178.03		114.77   	-193.29		
  0.00   	-102.84   	110.03   	-178.03		114.00   	-198.37		
 -0.31   	-102.84   	109.32   	-167.85		113.20   	-183.11		
 -1.22   	-103.15   	108.65   	-172.94		112.47   	-183.11		
 -1.83   	-104.06   	107.95   	-167.85		111.74   	-183.11		
 -1.83   	-104.68   	107.28   	-167.85		111.01   	-178.03		
 -0.92   	-104.68   	106.61   	-162.77		110.29   	-178.03		
  0.31   	-103.45   	105.96   	-162.77		109.58   	-172.94		
  1.53   	-101.93   	105.31   	-157.68		108.89   	-172.94		
  1.53   	-102.23   	104.68   	-157.68		108.20   	-167.85		
 -0.31   	-104.98   	104.05   	-157.68		107.53   	-167.85		
 -3.05   	-109.25   	103.42   	-152.59		106.86   	-162.77		
 -5.19   	-112.30   	102.81   	-152.59		106.21   	-157.68		
 -4.88   	-111.69   	102.20   	-152.59		105.57   	-162.77		
 -2.44   	-107.42   	101.59   	-147.51		104.92   	-152.59		
  0.31   	-101.32   	101.00   	-152.59		104.31   	-157.68		
  0.92   	-97.35   	100.39   	-142.42		103.68   	-152.59		
 -1.53   	-97.66   	 99.82   	-147.51		103.07   	-147.51		
 -5.49   	-102.23   	 99.23   	-147.51		102.48   	-152.59		
 -9.16   	-110.17   	 98.64   	-147.51		101.87   	-147.51		
-10.38   	-117.80   	 98.05   	-142.42		101.28   	-142.42		
 -9.16   	-122.99   	 97.48   	-147.51		100.71   	-147.51		
 -6.71   	-123.90   	 96.89   	-147.51		100.12   	-142.42		
 -4.27   	-121.46   	 96.30   	-147.51		 99.55   	-142.42		
 -3.36   	-117.19   	 95.71   	-142.42		 98.98   	-137.33		
 -3.66   	-113.83   	 95.14   	-147.51		 98.43   	-142.42		
 -4.58   	-112.30   	 94.55   	-142.42		 97.86   	-137.33		
 -4.27   	-111.69   	 93.98   	-147.51		 97.31   	-137.33		
 -2.14   	-111.08   	 93.39   	-137.33		 96.76   	-137.33		
  0.61   	-110.78   	 92.84   	-137.33		 96.22   	-132.25		
  1.53   	-111.39   	 92.29   	-132.25		 95.69   	-142.42		
 -0.92   	-113.83   	 91.76   	-127.16		 95.12   	-127.16		
 -5.80   	-116.88   	 91.25   	-127.16		 94.61   	-132.25		
 -9.77   	-118.71   	 90.74   	-122.07		 94.08   	-127.16		
-10.68   	-118.10   	 90.25   	-122.07		 93.57   	-127.16		
 -8.54   	-115.97   	 89.77   	-116.99		 93.06   	-137.33		
 -6.10   	-114.44   	 89.30   	-116.99		 92.51   	-122.07		
 -5.49   	-115.36   	 88.83   	-116.99		 92.02   	-127.16		
 -5.80   	-117.80   	 88.36   	-116.99		 91.52   	-127.16		
 -5.80   	-119.02   	 87.89   	-116.99		 91.01   	-122.07		
 -5.19   	-117.80   	 87.43   	-122.07		 90.52   	-127.16		
 -4.27   	-114.75   	 86.94   	-127.16		 90.01   	-127.16		
 -4.27   	-112.92   	 86.43   	-127.16		 89.50   	-127.16		
 -5.19   	-114.14   	 85.92   	-127.16		 88.99   	-132.25		
 -6.10   	-118.41   	 85.41   	-132.25		 88.46   	-122.07		
 -5.80   	-122.38   	 84.88   	-127.16		 87.98   	-127.16		
 -3.36   	-122.99   	 84.37   	-132.25		 87.47   	-127.16		
 -0.31   	-119.32   	 83.85   	-132.25		 86.96   	-127.16		
  2.14   	-114.14   	 83.32   	-127.16		 86.45   	-127.16		
  3.36   	-110.47   	 82.81   	-127.16		 85.94   	-127.16		
  3.05   	-110.47   	 82.30   	-127.16		 85.43   	-132.25		
  2.14   	-113.22   	 81.79   	-116.99		 84.90   	-122.07		
  1.22   	-115.36   	 81.32   	-116.99		 84.41   	-127.16		
  0.92   	-114.75   	 80.85   	-111.90		 83.91   	-122.07		
  0.61   	-111.39   	 80.41   	-101.73		 83.42   	-116.99		
  0.31   	-107.73   	 80.00   	 -96.64		 82.95   	-122.07		
 -0.92   	-105.90   	 79.61   	 -96.64		 82.46   	-111.90		
 -1.83   	-107.42   	 79.23   	 -81.38		 82.01   	-111.90		
 -2.14   	-111.69   	 78.90   	 -81.38		 81.57   	-101.73		
 -1.83   	-116.58   	 78.58   	 -76.30		 81.16   	-106.82		
 -2.14   	-120.85   	 78.27   	 -76.30		 80.73   	 -96.64		
 -3.05   	-122.38   	 77.97   	 -66.12		 80.35   	 -91.56		
 -4.27   	-121.46   	 77.70   	 -66.12		 79.98   	 -91.56		
 -5.49   	-118.41   	 77.44   	 -66.12		 79.61   	 -86.47		
 -5.19   	-115.05   	 77.17   	 -61.04		 79.27   	 -81.38		
 -4.27   	-112.92   	 76.93   	 -66.12		 78.94   	 -81.38		
 -3.05   	-112.30   	 76.66   	 -66.12		 78.62   	 -76.30		
 -2.44   	-113.83   	 76.40   	 -61.04		 78.31   	 -76.30		
 -2.75   	-115.97   	 76.15   	 -66.12		 78.01   	 -71.21		
 -3.05   	-116.88   	 75.89   	 -66.12		 77.72   	 -71.21		
 -2.14   	-115.97   	 75.63   	 -66.12		 77.44   	 -66.12		
 -0.61   	-113.53   	 75.36   	 -66.12		 77.17   	 -71.21		
  0.61   	-111.69   	 75.10   	 -66.12		 76.89   	 -66.12		
  0.61   	-112.30   	 74.83   	 -61.04		 76.62   	 -61.04		
 -0.61   	-114.75   	 74.59   	 -66.12		 76.38   	 -71.21		
 -2.14   	-116.88   	 74.32   	 -61.04		 76.09   	 -61.04		
 -3.05   	-116.88   	 74.08   	 -55.95		 75.85   	 -55.95		
 -3.36   	-115.05   	 73.86   	 -61.04		 75.63   	 -61.04		
 -3.66   	-113.22   	 73.61   	 -55.95		 75.38   	 -61.04		
 -4.58   	-113.53   	 73.39   	 -55.95		 75.14   	 -55.95		
 -5.80   	-114.75   	 73.16   	 -55.95		 74.91   	 -50.86		
 -6.41   	-115.66   	 72.94   	 -55.95		 74.71   	 -55.95		
 -5.19   	-114.44   	 72.72   	 -55.95		 74.49   	 -50.86		
 -2.75   	-112.00   	 72.49   	 -55.95		 74.28   	 -55.95		
  0.00   	-109.56   	 72.27   	 -61.04		 74.06   	 -50.86		
  2.14   	-106.51   	 72.02   	 -55.95		 73.86   	 -55.95		
  4.27   	-100.71   	 71.80   	 -61.04		 73.63   	 -50.86		
  7.63   	-89.72   	 71.56   	 -61.04		 73.43   	 -55.95		
 12.51   	-72.94   	 71.31   	 -61.04		 73.20   	 -50.86		
 17.40   	-54.93   	 71.07   	 -61.04		 73.00   	 -61.04		
 20.45   	-41.20   	 70.82   	 -61.04		 72.76   	 -55.95		
 21.06   	-35.10   	 70.58   	 -61.04		 72.53   	 -50.86		
 20.75   	-34.79   	 70.34   	 -55.95		 72.33   	 -55.95		
 21.36   	-35.40   	 70.11   	 -61.04		 72.11   	 -55.95		
 24.11   	-33.26   	 69.87   	 -55.95		 71.88   	 -55.95		
 27.77   	-27.47   	 69.64   	 -61.04		 71.66   	 -55.95		
 30.52   	-19.23   	 69.40   	 -55.95		 71.43   	 -55.95		
 31.13   	-10.99   	 69.18   	 -50.86		 71.21   	 -61.04		
 31.74   	 -2.75   	 68.97   	 -55.95		 70.97   	 -55.95		
 34.48   	  6.10   	 68.75   	 -55.95		 70.74   	 -61.04		
 40.89   	 14.04   	 68.52   	 -61.04		 70.50   	 -55.95		
 49.74   	 18.92   	 68.28   	 -55.95		 70.27   	 -61.04		
 57.98   	 18.62   	 68.06   	 -55.95		 70.03   	 -61.04		
 63.78   	 13.73   	 67.83   	 -61.04		 69.79   	 -61.04		
 67.75   	  7.02   	 67.59   	 -55.95		 69.54   	 -55.95		
 70.80   	  1.22   	 67.36   	 -61.04		 69.32   	 -66.12		
 73.55   	 -3.36   	 67.12   	 -61.04		 69.05   	 -61.04		
 74.16   	 -7.93   	 66.88   	 -66.12		 68.81   	 -61.04		
 71.11   	-16.17   	 66.61   	 -61.04		 68.57   	 -61.04		
 64.39   	-28.99   	 66.37   	 -66.12		 68.32   	 -61.04		
 55.24   	-45.17   	 66.10   	 -61.04		 68.08   	 -66.12		
 45.17   	-60.73   	 65.86   	 -66.12		 67.81   	 -71.21		
 33.26   	-73.85   	 65.59   	 -71.21		 67.53   	 -61.04		
 19.53   	-84.53   	 65.31   	 -66.12		 67.28   	 -66.12		
  5.49   	-95.52   	 65.05   	 -66.12		 67.02   	 -66.12		
 -6.71   	-108.95   	 64.78   	 -71.21		 66.75   	 -66.12		
-14.34   	-126.04   	 64.50   	 -61.04		 66.49   	 -66.12		
-16.78   	-142.82   	 64.25   	 -66.12		 66.23   	 -66.12		
-16.17   	-155.94   	 63.99   	 -61.04		 65.96   	 -66.12		
-14.95   	-162.96   	 63.74   	 -55.95		 65.70   	 -66.12		
-14.65   	-164.18   	 63.52   	 -55.95		 65.43   	 -71.21		
-15.87   	-162.05   	 63.30   	 -50.86		 65.15   	 -61.04		
-18.01   	-158.39   	 63.09   	 -45.78		 64.90   	 -61.04		
-19.23   	-154.72   	 62.91   	 -45.78		 64.66   	 -61.04		
-19.84   	-151.67   	 62.73   	 -45.78		 64.41   	 -61.04		
-18.62   	-150.15   	 62.54   	 -40.69		 64.17   	 -55.95		
-17.09   	-151.06   	 62.38   	 -40.69		 63.95   	 -55.95		
-16.48   	-154.42   	 62.22   	 -40.69		 63.72   	 -50.86		
-17.70   	-157.78   	 62.05   	 -45.78		 63.52   	 -50.86		
-20.75   	-159.00   	 61.87   	 -40.69		 63.32   	 -50.86		
-24.72   	-156.86   	 61.71   	 -40.69		 63.11   	 -45.78		
-29.30   	-152.89   	 61.55   	 -45.78		 62.93   	 -45.78		
-37.84   	-151.37   	 61.36   	 -40.69		 62.75   	 -50.86		
-53.71   	-153.50   	 61.20   	 -40.69		 62.54   	 -35.61		
-75.07   	-155.64   	 61.04   	 -40.69		 62.40   	 -35.61		
-93.08   	-149.23   	 60.87   	 -40.69		 62.26   	 -40.69		
-92.77   	-126.34   	 60.71   	 -35.61		 62.10   	 -35.61		
-63.48   	-85.75   	 60.57   	 -35.61		 61.95   	 -35.61		
 -3.05   	-36.93   	 60.43   	 -35.61		 61.81   	 -30.52		
 85.45   	 10.07   	 60.28   	 -30.52		 61.69   	 -35.61		
202.33   	 56.15   	 60.16   	 -35.61		 61.55   	 -30.52		
355.83   	117.80   	 60.02   	 -35.61		 61.42   	 -35.61		
548.71   	218.20   	 59.88   	 -35.61		 61.28   	 -30.52		
761.41   	355.83   	 59.74   	 -45.78		 61.16   	 -35.61		
1022.95   	535.28   	 59.55   	 -45.78		 61.02   	 -40.69		
969.54   	446.78   	 59.37   	 -50.86		 60.85   	 -35.61		
801.70   	224.30   	 59.17   	 -55.95		 60.71   	 -40.69		
589.60   	-64.09   	 58.94   	 -50.86		 60.55   	 -40.69		
410.77   	-333.56   	 58.74   	 -55.95		 60.39   	 -40.69		
303.96   	-531.92   	 58.51   	 -55.95		 60.22   	 -45.78		
252.69   	-650.63   	 58.29   	 -50.86		 60.04   	 -40.69		
211.49   	-705.87   	 58.09   	 -55.95		 59.88   	 -50.86		
147.09   	-706.48(R)	 57.86   	 -50.86		 59.67   	 -40.69		
 56.76   	-650.33   	 57.66   	 -55.95		 59.51   	 -45.78		
-39.06   	-549.32   	 57.44   	 -45.78		 59.33   	 -45.78		
-119.63   	-440.67   	 57.25   	 -50.86		 59.15   	 -45.78		
-177.31   	-363.16   	 57.05   	 -45.78		 58.96   	 -55.95		
-217.59   	-329.28   	 56.87   	 -45.78		 58.74   	 -40.69		End----------
-248.11   	-321.04   	 56.68   	 -45.78		 58.58   	 -45.78		
-269.78   	-308.23   	 56.50   	 -40.69		 58.39   	 -50.86		
-280.15   	-274.66   	 56.34   	 -35.61		 58.19   	 -45.78		
-278.02   	-230.10   	 56.20   	 -30.52		 58.01   	 -40.69		
-264.59   	-195.62   	 56.07   	 -30.52		 57.84   	 -45.78		
-242.00   	-183.11   	 55.95   	 -15.26		 57.66   	 -40.69		
-211.79   	-184.63   	 55.89   	 -10.17		 57.50   	 -40.69		
-177.31   	-183.72   	 55.85   	   5.09		 57.33   	 -35.61		
-141.30   	-169.68   	 55.87   	  15.26		 57.19   	 -35.61		
-108.64   	-145.87   	 55.93   	  35.61		 57.05   	 -30.52		
-84.23   	-125.12   	 56.07   	  45.78		 56.93   	 -25.43		
-67.75   	-116.58   	 56.26   	  66.12		 56.83   	 -15.26		
-57.98   	-119.02   	 56.52   	  81.38		 56.76   	 -15.26		
-50.96   	-123.29   	 56.85   	 101.73		 56.70   	  -5.09		
-45.78   	-121.77   	 57.25   	 122.07		 56.68   	   5.09		
-42.42   	-116.58   	 57.74   	 142.42		 56.70   	  15.26		
-42.42   	-114.44   	 58.31   	 157.68		 56.76   	  25.43		
-44.56   	-118.71   	 58.94   	 178.03		 56.87   	  40.69		
-47.00   	-126.34   	 59.65   	 193.29		 57.03   	  55.95		
-47.30   	-131.23   	 60.43   	 208.54		 57.25   	  66.12		
-44.86   	-130.62   	 61.26   	 218.72		 57.52   	  86.47		
-40.89   	-126.04   	 62.14   	 233.98		 57.86   	 106.82		
-38.15   	-120.85   	 63.07   	 244.15		 58.29   	 122.07		
-37.84   	-116.88   	 64.05   	 254.32		 58.78   	 142.42		
-39.06   	-114.44   	 65.07   	 259.41		 59.35   	 157.68		
-40.28   	-113.22   	 66.10   	 264.50		 59.98   	 178.03		
-39.67   	-113.83   	 67.16   	 264.50		 60.69   	 188.20		
-38.76   	-118.41   	 68.22   	 269.58		 61.44   	 208.54		
-39.06   	-125.73   	 69.30   	 264.50		 62.28   	 223.80		
-41.20   	-133.36   	 70.36   	 259.41		 63.17   	 233.98		
-43.64   	-136.72   	 71.39   	 254.32		 64.11   	 244.15		
-44.56   	-134.89   	 72.41   	 244.15		 65.09   	 254.32		
-43.64   	-129.70   	 73.39   	 233.98		 66.10   	 264.50		
-41.81   	-124.82   	 74.32   	 228.89		 67.16   	 269.58		
-39.98   	-122.38   	 75.24   	 213.63		 68.24   	 284.84		
-38.76   	-121.77   	 76.09   	 213.63		 69.38   	 284.84		
-38.15   	-121.77   	 76.95   	 213.63		 70.52   	 289.93		
-38.15   	-120.85   	 77.80   	 208.54		 71.68   	 300.10		
-38.45   	-118.41   	 78.64   	 218.72		 72.88   	 310.27		
-39.67   	-115.36   	 79.51   	 228.89		 74.12   	 310.27		
-40.59   	-112.92   	 80.43   	 239.06		 75.36   	 325.53		
-40.89   	-113.53   	 81.38   	 254.32		 76.66   	 325.53		
-39.67   	-117.80   	 82.40   	 274.67		 77.97   	 340.79		
-38.45   	-123.60   	 83.50   	 284.84		 79.33   	 340.79		
-37.54   	-127.26   	 84.64   	 300.10		 80.69   	 356.05		
-37.84   	-125.73   	 85.84   	 310.27		 82.12   	 356.05		
-38.45   	-118.71   	 87.08   	 320.45		 83.54   	 366.22		
-38.45   	-110.47   	 88.36   	 330.62		 85.00   	 376.40		
-37.54   	-105.29   	 89.68   	 335.71		 86.51   	 371.31		
-36.01   	-105.29   	 91.03   	 340.79		 88.00   	 391.66		
-33.87   	-108.34   	 92.39   	 345.88		 89.56   	 381.48		
-32.04   	-109.56   	 93.77   	 350.97		 91.09   	 401.83		
-31.43   	-106.51   	 95.18   	 356.05		 92.70   	 396.74		
-31.43   	-98.88   	 96.60   	 350.97		 94.28   	 391.66		
-32.04   	-90.94   	 98.01   	 356.05		 95.85   	 406.92		
-33.26   	-85.45   	 99.43   	 356.05		 97.48   	 401.83		
-35.10   	-84.84   	100.85   	 356.05		 99.08   	 396.74		
-36.62   	-86.98   	102.28   	 356.05		100.67   	 396.74		
-37.54   	-89.11   	103.70   	 350.97		102.26   	 396.74		
-37.84   	-88.81   	105.11   	 350.97		103.84   	 396.74		
-37.84   	-85.14   	106.51   	 350.97		105.43   	 386.57		
-37.54   	-79.04   	107.91   	 345.88		106.98   	 381.48		
-36.93   	-71.11   	109.30   	 340.79		108.50   	 381.48		
-35.40   	-62.56   	110.66   	 340.79		110.03   	 376.40		
-33.26   	-54.02   	112.02   	 340.79		111.54   	 366.22		
-30.52   	-46.08   	113.39   	 340.79		113.00   	 366.22		
-28.08   	-39.98   	114.75   	 335.71		114.47   	 356.05		
-26.55   	-34.18   	116.09   	 335.71		115.89   	 350.97		
-25.02   	-26.55   	117.44   	 335.71		117.29   	 345.88		
-23.80   	-15.87   	118.78   	 330.62		118.68   	 345.88		
-22.28   	 -2.75   	120.10   	 325.53		120.06   	 335.71		
-19.23   	 10.38   	121.40   	 325.53		121.40   	 330.62		
-14.65   	 20.45   	122.71   	 320.45		122.73   	 325.53		
 -8.85   	 26.55   	123.99   	 310.27		124.03   	 315.36		
 -3.66   	 29.30   	125.23   	 305.19		125.29   	 310.27		
  0.00   	 31.13   	126.45   	 295.01		126.53   	 295.01		
  2.44   	 32.96   	127.63   	 289.93		127.71   	 300.10		
  5.19   	 36.32   	128.79   	 279.75		128.91   	 289.93		
 10.07   	 41.20   	129.91   	 274.67		130.07   	 279.75		
 16.48   	 46.69   	131.01   	 264.50		131.19   	 274.67		
 22.89   	 51.88   	132.06   	 259.41		132.29   	 259.41		
 27.16   	 54.93   	133.10   	 249.24		133.33   	 259.41		
 29.60   	 54.93   	134.10   	 239.06		134.36   	 249.24		
 31.13   	 50.96   	135.06   	 233.98		135.36   	 244.15		
 33.57   	 43.64   	135.99   	 218.72		136.34   	 223.80		
 36.32   	 34.79   	136.87   	 213.63		137.23   	 233.98		
 37.23   	 26.55   	137.72   	 193.29		138.17   	 213.63		
 36.01   	 20.45   	138.49   	 178.03		139.02   	 208.54		
 32.35   	 17.40   	139.21   	 167.85		139.86   	 193.29		
 28.38   	 15.87   	139.88   	 142.42		140.63   	 188.20		
 25.33   	 13.43   	140.45   	 127.16		141.38   	 172.94		
 23.19   	  8.24   	140.96   	 106.82		142.07   	 157.68		
 21.67   	  0.31   	141.38   	  86.47		142.71   	 147.51		
 19.84   	 -8.54   	141.73   	  66.12		143.30   	 132.25		
 18.31   	-16.48   	141.99   	  40.69		143.82   	 111.90		
 17.09   	-22.89   	142.16   	  20.35		144.27   	 101.73		
 15.87   	-28.38   	142.24   	 -10.17		144.68   	  76.30		
 14.34   	-33.57   	142.20   	 -30.52		144.98   	  61.04		
 11.60   	-38.45   	142.07   	 -61.04		145.23   	  35.61		
  7.93   	-42.11   	141.83   	 -86.47		145.37   	  15.26		
  3.97   	-43.03   	141.48   	-106.82		145.43   	  -5.09		
  0.92   	-43.33   	141.06   	-137.33		145.41   	 -25.43		
 -0.61   	-45.47   	140.51   	-157.68		145.31   	 -55.95		
 -0.31   	-51.27   	139.88   	-183.11		145.09   	 -71.21		
  1.53   	-60.12   	139.14   	-198.37		144.80   	-106.82		
  3.66   	-67.75   	138.35   	-218.72		144.37   	-122.07		
  4.88   	-68.97   	137.48   	-228.89		143.89   	-142.42		
  4.27   	-62.87   	136.56   	-244.15		143.32   	-162.77		
  2.44   	-52.80   	135.58   	-249.24		142.66   	-188.20		
  0.31   	-44.25   	134.59   	-259.41		141.91   	-208.54		
 -2.14   	-41.81   	133.55   	-264.50		141.08   	-223.80		
 -4.27   	-46.39   	132.49   	-264.50		140.18   	-239.06		
 -7.02   	-54.32   	131.43   	-269.58		139.23   	-259.41		
 -9.46   	-62.26   	130.36   	-269.58		138.19   	-259.41		
-10.68   	-67.14   	129.28   	-269.58		137.15   	-274.67		
-10.38   	-68.66   	128.20   	-264.50		136.05   	-279.75		
 -9.16   	-67.75   	127.14   	-264.50		134.93   	-289.93		
 -9.46   	-65.61   	126.08   	-264.50		133.77   	-289.93		
-11.60   	-62.87   	125.02   	-264.50		132.61   	-289.93		
-14.04   	-59.20   	123.97   	-254.32		131.45   	-289.93		
-15.87   	-55.85   	122.95   	-259.41		130.29   	-289.93		
-15.87   	-53.41   	121.91   	-249.24		129.13   	-295.01		
-14.65   	-53.41   	120.92   	-249.24		127.95   	-284.84		
-13.43   	-56.15   	119.92   	-239.06		126.82   	-279.75		
-12.51   	-58.90   	118.96   	-239.06		125.70   	-279.75		
-10.99   	-58.90   	118.01   	-233.98		124.58   	-284.84		
 -8.24   	-54.32   	117.07   	-228.89		123.44   	-264.50		
 -4.58   	-47.30   	116.15   	-218.72		122.38   	-269.58		
 -2.75   	-42.42   	115.28   	-223.80		121.30   	-259.41		
 -4.88   	-43.64   	114.38   	-213.63		120.26   	-259.41		
-10.68   	-50.05   	113.53   	-213.63		119.23   	-254.32		
-17.40   	-57.68   	112.68   	-208.54		118.21   	-239.06		
-21.67   	-61.34   	111.84   	-208.54		117.25   	-239.06		
-21.36   	-59.51   	111.01   	-203.46		116.30   	-239.06		
-17.70   	-52.80   	110.19   	-203.46		115.34   	-223.80		
-12.82   	-45.78   	109.38   	-203.46		114.45   	-223.80		
 -9.46   	-42.11   	108.57   	-198.37		113.55   	-213.63		
 -8.85   	-42.72   	107.77   	-198.37		112.70   	-208.54		
-10.38   	-46.39   	106.98   	-193.29		111.86   	-203.46		
-12.21   	-50.05   	106.21   	-193.29		111.05   	-198.37		
-12.51   	-50.35   	105.43   	-183.11		110.25   	-193.29		
-11.29   	-46.69   	104.70   	-183.11		109.48   	-188.20		
 -9.77   	-42.11   	103.97   	-178.03		108.73   	-188.20		
 -9.46   	-40.28   	103.25   	-172.94		107.98   	-178.03		
-11.60   	-43.95   	102.56   	-167.85		107.26   	-167.85		
-14.95   	-51.88   	101.89   	-167.85		106.59   	-172.94		
-18.31   	-61.34   	101.22   	-167.85		105.90   	-167.85		
-20.14   	-68.66   	100.55   	-162.77		105.23   	-162.77		
-19.53   	-72.02   	 99.90   	-167.85		104.58   	-162.77		
-17.70   	-70.50   	 99.23   	-162.77		103.93   	-157.68		
-15.56   	-64.70   	 98.58   	-162.77		103.30   	-157.68		
-13.73   	-57.07   	 97.92   	-162.77		102.66   	-157.68		
-12.51   	-50.05   	 97.27   	-162.77		102.03   	-157.68		
-11.60   	-46.08   	 96.62   	-157.68		101.40   	-152.59		
-10.38   	-46.08   	 95.99   	-157.68		100.79   	-152.59		
 -9.46   	-49.44   	 95.36   	-157.68		100.18   	-152.59		
 -8.85   	-54.02   	 94.73   	-157.68		 99.57   	-157.68		
 -9.46   	-58.90   	 94.10   	-152.59		 98.94   	-147.51		
-11.90   	-62.87   	 93.49   	-152.59		 98.35   	-152.59		
-14.34   	-63.78   	 92.88   	-152.59		 97.74   	-152.59		
-15.26   	-62.26   	 92.27   	-147.51		 97.13   	-147.51		
-14.65   	-58.29   	 91.68   	-147.51		 96.54   	-147.51		
-13.43   	-54.93   	 91.09   	-147.51		 95.95   	-147.51		
-14.34   	-54.02   	 90.50   	-147.51		 95.36   	-137.33		
-17.70   	-55.85   	 89.91   	-142.42		 94.81   	-142.42		
-21.06   	-58.29   	 89.34   	-142.42		 94.24   	-137.33		
-22.28   	-59.20   	 88.77   	-137.33		 93.69   	-137.33		
-20.45   	-57.98   	 88.22   	-137.33		 93.14   	-132.25		
-17.09   	-55.54   	 87.67   	-127.16		 92.61   	-127.16		
-14.34   	-54.32   	 87.16   	-127.16		 92.11   	-127.16		
-13.73   	-55.54   	 86.65   	-116.99		 91.60   	-127.16		
-15.56   	-58.59   	 86.18   	-106.82		 91.09   	-111.90		
-18.31   	-61.34   	 85.76   	-106.82		 90.64   	-116.99		
-20.45   	-62.87   	 85.33   	-101.73		 90.17   	-111.90		
-20.45   	-61.95   	 84.92   	 -91.56		 89.72   	-111.90		
-17.70   	-59.81   	 84.56   	 -91.56		 89.28   	-106.82		
-13.73   	-57.98   	 84.19   	 -86.47		 88.85   	-106.82		
 -9.46   	-55.54   	 83.85   	 -86.47		 88.42   	-106.82		
 -6.71   	-51.88   	 83.50   	 -81.38		 88.00   	-111.90		
 -5.49   	-47.30   	 83.17   	 -86.47		 87.55   	-106.82		
 -4.88   	-43.33   	 82.83   	 -86.47		 87.12   	-116.99		
 -6.41   	-43.64   	 82.48   	 -86.47		 86.65   	-116.99		
-10.38   	-50.05   	 82.14   	 -91.56		 86.18   	-122.07		
-16.17   	-60.73   	 81.77   	 -96.64		 85.70   	-127.16		
-20.75   	-69.89   	 81.38   	 -91.56		 85.19   	-137.33		
-21.36   	-73.55   	 81.02   	-101.73		 84.64   	-142.42		
-17.70   	-70.80   	 80.61   	 -96.64		 84.07   	-147.51		
-12.21   	-64.39   	 80.22   	-101.73		 83.48   	-157.68		
 -7.93   	-58.29   	 79.82   	 -96.64		 82.85   	-157.68		
 -7.63   	-55.24   	 79.43   	-101.73		 82.22   	-162.77		
-10.07   	-54.93   	 79.02   	-101.73		 81.57   	-162.77		
-12.51   	-55.24   	 78.62   	 -96.64		 80.92   	-167.85		
-13.43   	-54.02   	 78.23   	 -96.64		 80.24   	-178.03		
-12.21   	-50.35   	 77.84   	 -91.56		 79.53   	-203.46		
 -9.77   	-44.56   	 77.48   	 -91.56		 78.72   	-208.54		
 -7.93   	-39.98   	 77.11   	 -86.47		 77.88   	-254.32		
 -8.54   	-39.98   	 76.76   	 -86.47		 76.87   	-295.01		
-11.29   	-45.78   	 76.42   	 -81.38		 75.69   	-340.79		
-14.65   	-54.63   	 76.09   	 -81.38		 74.32   	-396.74		
-16.48   	-63.78   	 75.77   	 -81.38		 72.74   	-452.69		
-15.87   	-69.89   	 75.44   	 -81.38		 70.93   	-513.73		
-13.43   	-70.50   	 75.12   	 -76.30		 68.87   	-559.51		
-10.07   	-65.00   	 74.81   	 -81.38		 66.63   	-610.37		
 -6.71   	-54.32   	 74.49   	 -81.38		 64.19   	-651.07		
 -3.36   	-41.20   	 74.16   	 -81.38		 61.59   	-676.50		
 -1.83   	-32.04   	 73.83   	 -81.38		 58.88   	-701.93		
 -3.66   	-31.74   	 73.51   	 -81.38		 56.07   	-712.10		
 -8.54   	-40.89   	 73.18   	 -86.47		 53.22   	-722.28		
