  I     	  II     	  FA     	  FA'		  LV     	  LV'		
-24.72   	-14.65   	 81.63   	 -81.38		  6.57   	 -15.26		
-22.28   	  1.53   	 81.30   	 -76.30		  6.51   	 -10.17		
-18.92   	 18.01   	 81.00   	 -81.38		  6.47   	  -5.09		
-15.56   	 27.47   	 80.67   	 -76.30		  6.45   	  -5.09		
-13.73   	 26.25   	 80.37   	 -76.30		  6.43   	   0.00		
-14.34   	 17.40   	 80.06   	 -76.30		  6.43   	   0.00		
-16.78   	  9.46   	 79.76   	 -76.30		  6.43   	   5.09		
-17.70   	  8.54   	 79.45   	 -76.30		  6.45   	   0.00		
-12.51   	 17.09   	 79.15   	 -71.21		  6.45   	   5.09		
  0.61   	 31.74   	 78.86   	 -76.30		  6.47   	   5.09		
 18.31   	 47.00   	 78.56   	 -71.21		  6.49   	   5.09		
 32.96   	 56.76   	 78.27   	 -71.21		  6.51   	   0.00		
 38.15   	 57.37   	 77.99   	 -71.21		  6.51   	   5.09		
 34.48   	 48.83   	 77.70   	 -71.21		  6.53   	   0.00		
 27.47   	 33.26   	 77.42   	 -66.12		  6.53   	   0.00		
 23.19   	 15.56   	 77.15   	 -66.12		  6.53   	  -5.09		
 24.41   	  1.22   	 76.89   	 -71.21		  6.51   	  -5.09		
 27.47   	 -7.02   	 76.60   	 -61.04		  6.49   	  -5.09		
 27.16   	-10.07   	 76.36   	 -66.12		  6.47   	 -10.17		
 21.67   	-11.29   	 76.09   	 -61.04		  6.43   	 -10.17		
 10.99   	-15.56   	 75.85   	 -61.04		  6.39   	  -5.09		
 -3.05   	-26.86   	 75.60   	 -61.04		  6.37   	 -10.17		
-16.78   	-43.95   	 75.36   	 -61.04		  6.33(D)	   0.00		
-27.77   	-63.17   	 75.12   	 -61.04		  6.33   	   0.00		
-34.18   	-78.43   	 74.87   	 -55.95		  6.33   	   5.09		
-35.10   	-85.45   	 74.65   	 -61.04		  6.35   	  10.17		
-32.35   	-83.01   	 74.40   	 -61.04		  6.39   	  15.26		
-30.21   	-75.99   	 74.16   	 -55.95		  6.45   	  15.26		
-31.43   	-70.80   	 73.94   	 -55.95		  6.51   	  25.43		
-37.54   	-71.41   	 73.71   	 -55.95		  6.61   	  30.52		
-45.78   	-76.90   	 73.49   	 -55.95		  6.73   	  35.61		
-52.49   	-83.31   	 73.27   	 -55.95		  6.88   	  40.69		
-55.85   	-87.28   	 73.04   	 -50.86		  7.04   	  45.78		
-55.85   	-88.81   	 72.84   	 -50.86		  7.22   	  50.86		
-55.24   	-89.72   	 72.63   	 -45.78		  7.43   	  55.95		
-56.15   	-91.55   	 72.45   	 -50.86		  7.65   	  55.95		
-57.98   	-92.77   	 72.25   	 -45.78		  7.87   	  55.95		
-59.81   	-91.86   	 72.06   	 -45.78		  8.10   	  55.95		
-59.51   	-88.20   	 71.88   	 -50.86		  8.32   	  45.78		
-56.46   	-83.31   	 71.68   	 -45.78		  8.50   	  45.78		
-53.10   	-80.87   	 71.50   	 -50.86		  8.69   	  35.61		
-52.80   	-82.40   	 71.29   	 -45.78		  8.83   	  35.61		
-57.98   	-84.84   	 71.11   	 -50.86		  8.97   	  35.61		
-67.44   	-79.04   	 70.91   	 -45.78		  9.11   	  25.43		
-72.63   	-52.19   	 70.72   	 -45.78		  9.22   	  30.52		
-60.12   	  0.61   	 70.54   	 -45.78		  9.34   	  25.43		
-15.87   	 71.11   	 70.36   	 -40.69		  9.44   	  30.52		
 65.00   	141.91   	 70.19   	 -45.78		  9.56   	  30.52		
177.61   	200.81   	 70.01   	 -40.69		  9.68   	  30.52		
306.40   	253.30   	 69.85   	 -40.69		  9.81   	  35.61		
427.55   	319.52   	 69.68   	 -40.69		  9.95   	  35.61		
511.78   	410.77   	 69.52   	 -40.69		 10.09   	  40.69		
529.17   	506.29   	 69.36   	 -35.61		 10.25   	  35.61		
460.82   	563.66(R)	 69.22   	 -40.69		 10.40(E)	  45.78		
315.55   	547.49   	 69.05   	 -40.69		 10.58   	  45.78		
131.84   	451.05   	 68.89   	 -40.69		 10.76   	  45.78		
-32.35   	306.70   	 68.73   	 -40.69		 10.95   	  55.95		
-131.84   	160.52   	 68.57   	 -40.69		 11.17   	  71.21		
-155.94   	 42.42   	 68.40   	 -40.69		 11.45   	  81.38		
-129.09   	-39.67   	 68.24   	 -45.78		 11.78   	 106.82		
-90.64   	-87.89   	 68.06   	 -40.69		 12.21   	 142.42		
-66.53   	-106.20   	 67.89   	 -45.78		 12.78   	 178.03		
-59.51   	-100.10   	 67.71   	 -50.86		 13.49   	 233.98		
-60.42   	-78.74   	 67.51   	 -50.86		 14.43   	 289.93		
-59.51   	-55.24   	 67.30   	 -50.86		 15.58   	 361.14		
-54.32   	-40.28   	 67.10   	 -55.95		 17.03   	 437.43		
-46.08   	-36.93   	 66.88   	 -55.95		 18.78   	 518.82		
-37.54   	-39.98   	 66.65   	 -61.04		 20.85   	 610.37		
-30.52   	-43.64   	 66.41   	 -61.04		 23.30   	 696.84		
-27.47   	-46.08   	 66.16   	 -66.12		 26.08   	 788.40		
-29.60   	-48.52   	 65.90   	 -66.12		 29.24   	 864.70		
-36.01   	-51.27   	 65.64   	 -66.12		 32.70   	 930.82		
-43.03   	-54.63   	 65.37   	 -71.21		 36.42   	 976.60		
-47.00   	-56.76   	 65.09   	 -66.12		 40.33   	1007.12		
-47.00   	-55.24   	 64.82   	 -66.12		 44.35   	1017.29		
-44.25   	-49.74   	 64.56   	 -61.04		 48.42   	1007.12		
-39.06   	-41.50   	 64.31   	 -61.04		 52.45   	 976.60		
-32.35   	-34.48   	 64.07   	 -61.04		 56.36   	 940.99		
-27.77   	-34.18   	 63.82   	 -50.86		 60.12   	 895.22		
-28.38   	-42.72   	 63.62   	 -50.86		 63.70   	 849.44		
-35.40   	-55.85   	 63.42   	 -45.78		 67.10   	 803.66		
-43.33   	-65.00   	 63.23   	 -40.69		 70.32   	 768.05		
-45.17   	-64.39   	 63.07   	 -30.52		 73.39   	 737.54		
-36.93   	-53.71   	 62.95   	 -30.52		 76.34   	 707.02		
-22.58   	-39.37   	 62.83   	 -20.35		 79.17   	 681.58		
-11.29   	-28.99   	 62.75   	 -15.26		 81.89   	 666.32		
-10.07   	-26.25   	 62.69(D)	   0.00		 84.56   	 640.89		
-18.92   	-28.99   	 62.69   	  20.35		 87.12   	 620.55		
-30.82   	-33.87   	 62.77   	  61.04		 89.60   	 600.20		
-36.32   	-37.84   	 63.01   	 122.07		 92.00   	 569.68		
-30.82   	-39.98   	 63.50   	 203.46		 94.28   	 539.16		
-17.70   	-40.28   	 64.31   	 305.19		 96.44   	 513.73		
 -5.19   	-37.84   	 65.53   	 417.09		 98.49   	 473.04		
  1.22   	-31.74   	 67.20   	 518.82		100.39   	 442.52		
  1.53   	-22.28   	 69.28   	 600.20		102.16   	 406.92		
 -1.22   	-12.21   	 71.68   	 656.15		103.78   	 376.40		
 -2.44   	 -5.19   	 74.30   	 691.76		105.29   	 345.88		
 -0.92   	 -3.97   	 77.07   	 707.02		106.67   	 315.36		
  1.22   	-10.07   	 79.90   	 701.93		107.93   	 300.10		
  2.75   	-19.53   	 82.71   	 696.84		109.13   	 274.67		
  5.49   	-26.55   	 85.49   	 681.58		110.23   	 259.41		
  9.46   	-27.47   	 88.22   	 656.15		111.27   	 244.15		
 15.56   	-21.97   	 90.84   	 640.89		112.25   	 233.98		
 22.58   	-10.68   	 93.41   	 615.46		113.18   	 218.72		
 28.08   	  2.44   	 95.87   	 595.11		114.06   	 213.63		
 31.43   	 14.95   	 98.25   	 574.77		114.91   	 203.46		
 33.57   	 25.33   	100.55   	 554.42		115.73   	 193.29		
 35.71   	 31.74   	102.77   	 523.90		116.50   	 188.20		
 38.76   	 32.35   	104.86   	 503.56		117.25   	 188.20		
 41.50   	 27.16   	106.88   	 478.13		118.01   	 183.11		
 41.50   	 19.23   	108.79   	 447.61		118.74   	 183.11		
 39.98   	 13.73   	110.58   	 422.18		119.47   	 183.11		
 40.59   	 17.70   	112.27   	 391.66		120.20   	 178.03		
 48.52   	 34.18   	113.83   	 371.31		120.92   	 183.11		
 63.78   	 59.51   	115.32   	 350.97		121.65   	 172.94		
 81.79   	 84.53   	116.72   	 325.53		122.34   	 167.85		
 95.52   	 98.27   	118.03   	 305.19		123.01   	 157.68		
101.62   	 98.88   	119.25   	 289.93		123.64   	 152.59		
103.15   	 91.86   	120.41   	 269.58		124.25   	 142.42		
103.76   	 86.67   	121.48   	 259.41		124.82   	 132.25		
103.45   	 88.50   	122.52   	 244.15		125.35   	 127.16		
100.71   	 96.13   	123.50   	 223.80		125.86   	 111.90		
 96.44   	105.29   	124.39   	 213.63		126.31   	 106.82		
 92.16   	113.22   	125.25   	 193.29		126.73   	  91.56		
 89.42   	117.80   	126.02   	 172.94		127.10   	  86.47		
 87.59   	118.71   	126.71   	 162.77		127.45   	  71.21		
 83.92   	116.27   	127.36   	 142.42		127.73   	  55.95		
 76.60   	110.78   	127.93   	 127.16		127.95   	  50.86		
 67.75   	103.76   	128.44   	 106.82		128.16   	  40.69		
 58.59   	 95.21   	128.87   	  96.64		128.32   	  25.43		
 47.61   	 82.09   	129.26   	  81.38		128.42   	  15.26		
 31.43   	 63.48   	129.58   	  66.12		128.48   	  10.17		
 10.38   	 41.20   	129.85   	  50.86		128.52   	  -5.09		
-11.29   	 21.06   	130.05   	  40.69		128.50   	 -15.26		
-25.02   	  8.85   	130.21   	  25.43		128.44   	 -30.52		
-27.77   	  4.58   	130.31   	  15.26		128.32   	 -40.69		
-22.89   	  2.14   	130.38   	  10.17		128.16   	 -55.95		
-17.70   	 -4.88   	130.42   	  -5.09		127.93   	 -71.21		
-19.53   	-17.40   	130.40   	 -15.26		127.65   	 -81.38		
-28.99   	-30.82   	130.34   	 -25.43		127.32   	 -91.56		
-39.98   	-39.98   	130.23   	 -35.61		126.96   	-101.73		
-48.22   	-43.95   	130.09   	 -45.78		126.55   	-116.99		
-52.19   	-46.08   	129.91   	 -61.04		126.08   	-127.16		
-54.63   	-48.22   	129.66   	 -71.21		125.57   	-142.42		
-55.54   	-50.35   	129.38   	 -86.47		125.00   	-152.59		
-53.71   	-49.13   	129.03   	 -91.56		124.39   	-183.11		
-48.22   	-44.56   	128.67   	-111.90		123.66   	-203.46		
-43.03   	-40.89   	128.22   	-122.07		122.85   	-239.06		
-43.64   	-43.95   	127.73   	-132.25		121.89   	-279.75		
-51.57   	-53.71   	127.20   	-147.51		120.77   	-330.62		
-61.04   	-63.17   	126.61   	-157.68		119.45   	-376.40		
-64.09   	-65.31   	125.98   	-172.94		117.94   	-437.43		
-55.85   	-56.15   	125.29   	-188.20		116.19   	-488.30		
-39.98   	-41.20   	124.54   	-203.46		114.24   	-554.42		
-25.94   	-29.30   	123.72   	  N/A		112.02   	  N/A		
