  I     	  II     	  FA     	  FA'		  AOp     	  AOp'		
-54.32   	-23.19   	126.27   	-427.26		125.47   	-417.09		
-58.90   	-23.19   	124.56   	-447.61		123.80   	-427.26		
-63.78   	-22.89   	122.77   	-457.78		122.10   	-427.26		
-65.00   	-20.45   	120.94   	-467.95		120.39   	-412.00		
-60.42   	-14.34   	119.06   	-457.78		118.74   	-386.57		
-51.57   	 -4.88   	117.23   	-447.61		117.19   	-350.97		
-43.03   	  3.66   	115.44   	-422.18		115.79   	-325.53		
-38.45   	  6.41   	113.75   	-396.74		114.49   	-295.01		
-38.15   	  3.05   	112.17   	-371.31		113.31   	-269.58		
-40.59   	 -2.75   	110.68   	-340.79		112.23   	-244.15		
-44.25   	 -5.80   	109.32   	-315.36		111.25   	-223.80		
-48.22   	 -3.66   	108.06   	-295.01		110.36   	-213.63		
-51.27   	  1.83   	106.88   	-269.58		109.50   	-198.37		
-50.96   	  6.71   	105.80   	-254.32		108.71   	-188.20		
-46.08   	  9.16   	104.78   	-233.98		107.95   	-188.20		
-39.98   	  7.63   	103.84   	-223.80		107.20   	-188.20		
-37.23   	  2.75   	102.95   	-218.72		106.45   	-188.20		
-41.20   	 -2.44   	102.07   	-208.54		105.70   	-193.29		
-48.52   	 -5.49   	101.24   	-198.37		104.92   	-198.37		
-53.10   	 -5.80   	100.45   	-198.37		104.13   	-198.37		
-51.88   	 -4.88   	 99.65   	-188.20		103.34   	-198.37		
-45.78   	 -6.41   	 98.90   	-183.11		102.54   	-193.29		
-39.06   	-12.21   	 98.17   	-178.03		101.77   	-188.20		
-36.01   	-19.84   	 97.46   	-172.94		101.02   	-172.94		
-36.93   	-25.02   	 96.76   	-162.77		100.33   	-167.85		
-39.06   	-25.94   	 96.11   	-157.68		 99.65   	-157.68		
-39.67   	-24.11   	 95.48   	-152.59		 99.02   	-142.42		
-37.84   	-21.06   	 94.87   	-147.51		 98.45   	-137.33		
-36.01   	-16.48   	 94.28   	-137.33		 97.90   	-127.16		
-36.62   	-12.51   	 93.73   	-137.33		 97.40   	-116.99		
-40.59   	-11.29   	 93.18   	-127.16		 96.93   	-116.99		
-46.08   	-14.65   	 92.68   	-122.07		 96.46   	-111.90		
-50.96   	-22.28   	 92.19   	-116.99		 96.01   	-106.82		
-52.80   	-28.69   	 91.72   	-111.90		 95.58   	-101.73		
-53.10   	-29.30   	 91.27   	-111.90		 95.18   	-101.73		
-52.49   	-24.41   	 90.82   	-106.82		 94.77   	 -96.64		
-51.88   	-19.53   	 90.40   	-101.73		 94.38   	 -96.64		
-50.66   	-20.14   	 89.99   	-101.73		 94.00   	 -91.56		
-49.13   	-26.25   	 89.58   	 -96.64		 93.63   	 -86.47		
-47.00   	-32.04   	 89.20   	 -91.56		 93.29   	 -86.47		
-44.86   	-31.13   	 88.83   	 -91.56		 92.94   	 -81.38		
-43.03   	-21.06   	 88.46   	 -91.56		 92.61   	 -86.47		
-41.50   	 -4.88   	 88.10   	 -86.47		 92.27   	 -76.30		
-39.37   	 11.29   	 87.75   	 -86.47		 91.96   	 -76.30		
-38.15   	 21.36   	 87.41   	 -86.47		 91.66   	 -76.30		
-38.45   	 23.50   	 87.06   	 -81.38		 91.35   	 -76.30		
-39.06   	 20.45   	 86.73   	 -81.38		 91.05   	 -71.21		
-39.06   	 16.17   	 86.41   	 -81.38		 90.76   	 -71.21		
-36.01   	 15.26   	 86.08   	 -81.38		 90.48   	 -71.21		
-28.69   	 20.45   	 85.76   	 -76.30		 90.19   	 -76.30		
-19.53   	 30.52   	 85.45   	 -81.38		 89.89   	 -76.30		
-11.90   	 41.81   	 85.13   	 -76.30		 89.58   	 -81.38		
 -8.54   	 50.96   	 84.82   	 -76.30		 89.26   	 -81.38		
 -7.63   	 56.15   	 84.52   	 -76.30		 88.93   	 -86.47		
 -5.19   	 56.76   	 84.21   	 -76.30		 88.59   	 -91.56		
  1.53   	 54.63   	 83.91   	 -76.30		 88.22   	 -91.56		
 10.99   	 51.27   	 83.60   	 -71.21		 87.85   	-101.73		
 18.92   	 45.78   	 83.32   	 -76.30		 87.45   	-101.73		
 21.36   	 35.71   	 83.01   	 -66.12		 87.04   	-101.73		
 17.70   	 21.67   	 82.75   	 -71.21		 86.63   	-106.82		
 11.29   	  7.63   	 82.46   	 -66.12		 86.21   	-106.82		
  5.49   	 -0.92   	 82.20   	 -66.12		 85.78   	-106.82		
  1.53   	 -1.53   	 81.93   	 -66.12		 85.35   	-101.73		
 -0.92   	  2.75   	 81.67   	 -66.12		 84.94   	-101.73		
 -5.19   	  2.14   	 81.40   	 -61.04		 84.54   	 -96.64		
-14.65   	 -9.16   	 81.16   	 -61.04		 84.15   	 -96.64		
-28.99   	-30.52   	 80.92   	 -61.04		 83.76   	 -96.64		
-44.86   	-54.63   	 80.67   	 -61.04		 83.38   	 -91.56		
-55.85   	-73.55   	 80.43   	 -61.04		 83.01   	 -91.56		
-58.59   	-83.01   	 80.18   	 -55.95		 82.64   	 -86.47		
-54.32   	-84.23   	 79.96   	 -61.04		 82.30   	 -91.56		
-48.52   	-80.57   	 79.71   	 -55.95		 81.93   	 -86.47		
-46.39   	-75.68   	 79.49   	 -55.95		 81.59   	 -91.56		
-48.83   	-71.41   	 79.27   	 -55.95		 81.22   	 -96.64		
-53.10   	-70.19   	 79.04   	 -55.95		 80.83   	 -96.64		
-56.15   	-71.41   	 78.82   	 -55.95		 80.45   	 -91.56		
-59.20   	-74.77   	 78.60   	 -55.95		 80.08   	 -96.64		
-62.87   	-77.51   	 78.37   	 -55.95		 79.69   	 -91.56		
-67.14   	-77.51   	 78.15   	 -55.95		 79.33   	 -91.56		
-69.27   	-75.07   	 77.92   	 -55.95		 78.96   	 -81.38		
-67.14   	-73.24   	 77.70   	 -55.95		 78.64   	 -76.30		
-61.65   	-74.16   	 77.48   	 -55.95		 78.33   	 -66.12		
-56.15   	-76.60   	 77.25   	 -55.95		 78.07   	 -61.04		
-54.93   	-78.13   	 77.03   	 -55.95		 77.82   	 -50.86		
-58.90   	-76.29   	 76.81   	 -61.04		 77.62   	 -50.86		
-67.14   	-70.50   	 76.56   	 -55.95		 77.42   	 -40.69		
-77.21   	-58.59   	 76.34   	 -55.95		 77.25   	 -40.69		
-83.92   	-33.87   	 76.11   	 -55.95		 77.09   	 -40.69		
-77.82   	 10.68   	 75.89   	 -55.95		 76.93   	 -35.61		
-46.39   	 73.85   	 75.67   	 -50.86		 76.79   	 -40.69		
 21.06   	146.18   	 75.46   	 -50.86		 76.62   	 -40.69		
126.04   	215.76   	 75.26   	 -50.86		 76.46   	 -45.78		
256.04   	280.15   	 75.06   	 -50.86		 76.28   	 -50.86		
386.96   	350.95   	 74.85   	 -50.86		 76.07   	 -50.86		
487.98   	440.98   	 74.65   	 -45.78		 75.87   	 -55.95		
527.65   	540.16   	 74.47   	 -50.86		 75.65   	 -55.95		
485.23   	611.27   	 74.26   	 -50.86		 75.42   	 -55.95		
363.46   	618.59(R)	 74.06   	 -45.78		 75.20   	 -55.95		
191.96   	543.52   	 73.88   	 -50.86		 74.97   	 -50.86		
 20.45   	403.44   	 73.67   	 -45.78		 74.77   	 -55.95		
-102.54   	245.06   	 73.49   	 -45.78		 74.55   	 -50.86		
-152.89   	112.30   	 73.31   	 -45.78		 74.34   	 -50.86		
-140.99   	 21.97   	 73.12   	 -45.78		 74.14   	 -50.86		
-101.01   	-28.38   	 72.94   	 -45.78		 73.94   	 -50.86		
-66.53   	-49.74   	 72.76   	 -50.86		 73.73   	 -50.86		
-53.10   	-54.32   	 72.55   	 -50.86		 73.53   	 -50.86		
-57.07   	-48.83   	 72.35   	 -50.86		 73.33   	 -50.86		
-64.70   	-37.54   	 72.15   	 -50.86		 73.12   	 -50.86		
-65.61   	-25.94   	 71.94   	 -55.95		 72.92   	 -50.86		
-58.90   	-20.14   	 71.72   	 -61.04		 72.72   	 -50.86		
-49.74   	-22.28   	 71.47   	 -61.04		 72.51   	 -50.86		
-44.86   	-29.30   	 71.23   	 -61.04		 72.31   	 -50.86		
-46.39   	-38.45   	 70.99   	 -66.12		 72.11   	 -50.86		
-51.27   	-46.69   	 70.72   	 -66.12		 71.90   	 -50.86		
-55.85   	-52.49   	 70.46   	 -66.12		 71.70   	 -45.78		
-57.98   	-54.63   	 70.19   	 -61.04		 71.52   	 -40.69		
-58.29   	-53.71   	 69.95   	 -66.12		 71.35   	 -35.61		
-58.59   	-50.35   	 69.68   	 -61.04		 71.21   	 -20.35		
-58.90   	-44.56   	 69.44   	 -61.04		 71.13   	  -5.09		
-56.46   	-36.62   	 69.20   	 -55.95		 71.11(D)	  10.17		
-49.74   	-29.91   	 68.97   	 -50.86		 71.15   	  40.69		
-41.20   	-28.38   	 68.77   	 -50.86		 71.31   	  66.12		
-35.10   	-32.65   	 68.57   	 -40.69		 71.58   	 101.73		
-34.48   	-40.89   	 68.40   	 -40.69		 71.98   	 142.42		
-38.45   	-46.69   	 68.24   	 -35.61		 72.55   	 172.94		
-44.25   	-45.47   	 68.10   	 -25.43		 73.24   	 203.46		
-48.22   	-37.84   	 68.00   	 -15.26		 74.06   	 244.15		
-47.91   	-28.38   	 67.93(D)	   0.00		 75.04   	 264.50		
-43.64   	-21.67   	 67.93   	  30.52		 76.09   	 295.01		
-36.93   	-18.62   	 68.06   	  71.21		 77.27   	 310.27		
-29.91   	-18.92   	 68.34   	 137.33		 78.51   	 325.53		
-24.11   	-20.45   	 68.89   	 228.89		 79.82   	 340.79		
-20.75   	-21.97   	 69.81   	 325.53		 81.18   	 350.97		
-20.45   	-22.89   	 71.11   	 442.52		 82.58   	 350.97		
-21.97   	-23.50   	 72.88   	 534.08		 83.99   	 361.14		
-23.19   	-22.89   	 75.01   	 625.63		 85.43   	 361.14		
-23.50   	-21.06   	 77.52   	 681.58		 86.88   	 366.22		
-23.50   	-18.62   	 80.24   	 722.28		 88.34   	 371.31		
-25.33   	-16.78   	 83.13   	 752.79		 89.83   	 381.48		
-28.69   	-15.87   	 86.14   	 762.97		 91.35   	 391.66		
-31.13   	-15.87   	 89.20   	 768.05		 92.92   	 406.92		
-28.38   	-14.65   	 92.27   	 762.97		 94.55   	 422.18		
-18.01   	 -8.85   	 95.32   	 752.79		 96.24   	 437.43		
 -2.44   	  2.14   	 98.33   	 742.62		 97.99   	 452.69		
 11.29   	 15.26   	101.30   	 722.28		 99.80   	 467.95		
 17.70   	 24.72   	104.19   	 707.02		101.67   	 478.13		
 15.26   	 26.55   	107.02   	 686.67		103.58   	 478.13		
  9.77   	 21.67   	109.77   	 656.15		105.49   	 478.13		
  8.24   	 17.09   	112.39   	 635.81		107.41   	 478.13		
 14.34   	 19.23   	114.93   	 600.20		109.32   	 467.95		
 26.55   	 29.60   	117.33   	 569.68		111.19   	 452.69		
 40.28   	 44.56   	119.61   	 544.25		113.00   	 437.43		
 50.35   	 57.37   	121.79   	 513.73		114.75   	 417.09		
 54.93   	 63.48   	123.84   	 488.30		116.42   	 401.83		
 56.15   	 63.48   	125.80   	 457.78		118.03   	 386.57		
 57.07   	 62.26   	127.63   	 432.35		119.57   	 361.14		
 59.20   	 63.48   	129.36   	 401.83		121.02   	 345.88		
 62.26   	 69.27   	130.97   	 376.40		122.40   	 330.62		
 66.53   	 77.21   	132.47   	 356.05		123.72   	 310.27		
 70.50   	 83.62   	133.90   	 325.53		124.96   	 295.01		
 73.55   	 85.75   	135.20   	 305.19		126.14   	 284.84		
 77.21   	 86.98   	136.42   	  N/A		127.28   	  N/A		
