  I     	  II     	  LVp     	  LVp'		  FA     	  FA'		
-28.08   	-137.63   	 82.69   	 -66.12		 83.58   	 -50.86		
-29.30   	-138.24   	 82.42   	 -66.12		 83.38   	 -50.86		
-29.60   	-137.63   	 82.16   	 -61.04		 83.17   	 -50.86		
-29.60   	-135.19   	 81.91   	 -61.04		 82.97   	 -55.95		
-29.60   	-130.92   	 81.67   	 -61.04		 82.75   	 -55.95		
-29.60   	-126.65   	 81.42   	 -61.04		 82.52   	 -55.95		
-28.69   	-123.60   	 81.18   	 -55.95		 82.30   	 -55.95		
-27.16   	-123.29   	 80.96   	 -55.95		 82.07   	 -61.04		
-25.02   	-124.82   	 80.73   	 -55.95		 81.83   	 -61.04		
-24.41   	-126.95   	 80.51   	 -50.86		 81.59   	 -61.04		
-26.55   	-129.39   	 80.30   	 -50.86		 81.34   	 -61.04		
-31.13   	-131.23   	 80.10   	 -50.86		 81.10   	 -61.04		
-35.40   	-130.92   	 79.90   	 -45.78		 80.85   	 -61.04		
-36.32   	-128.17   	 79.71   	 -45.78		 80.61   	 -61.04		
-32.35   	-122.99   	 79.53   	 -45.78		 80.37   	 -61.04		
-25.33   	-117.80   	 79.35   	 -45.78		 80.12   	 -61.04		
-19.23   	-115.36   	 79.17   	 -45.78		 79.88   	 -61.04		
-17.09   	-117.80   	 78.98   	 -40.69		 79.63   	 -61.04		
-18.31   	-123.90   	 78.82   	 -45.78		 79.39   	 -61.04		
-20.75   	-130.00   	 78.64   	 -40.69		 79.15   	 -55.95		
-22.28   	-133.67   	 78.47   	 -40.69		 78.92   	 -61.04		
-22.89   	-132.45   	 78.31   	 -35.61		 78.68   	 -55.95		
-22.89   	-127.87   	 78.17   	 -40.69		 78.45   	 -55.95		
-22.28   	-121.77   	 78.01   	 -40.69		 78.23   	 -61.04		
-21.36   	-116.27   	 77.84   	 -35.61		 77.99   	 -50.86		
-20.14   	-112.92   	 77.70   	 -35.61		 77.78   	 -55.95		
-18.92   	-111.69   	 77.56   	 -35.61		 77.56   	 -50.86		
-19.53   	-112.61   	 77.42   	 -35.61		 77.35   	 -50.86		
-21.36   	-113.53   	 77.27   	 -35.61		 77.15   	 -50.86		
-23.19   	-113.22   	 77.13   	 -35.61		 76.95   	 -50.86		
-24.11   	-111.08   	 76.99   	 -30.52		 76.74   	 -45.78		
-22.89   	-108.03   	 76.87   	 -30.52		 76.56   	 -45.78		
-21.06   	-105.59   	 76.74   	 -30.52		 76.38   	 -45.78		
-18.92   	-104.06   	 76.62   	 -30.52		 76.20   	 -40.69		
-17.70   	-103.15   	 76.50   	 -30.52		 76.03   	 -40.69		
-17.09   	-102.54   	 76.38   	 -25.43		 75.87   	 -40.69		
-17.40   	-103.76   	 76.28   	 -30.52		 75.71   	 -40.69		
-19.23   	-107.12   	 76.15   	 -30.52		 75.54   	 -35.61		
-21.67   	-111.39   	 76.03   	 -30.52		 75.40   	 -35.61		
-23.19   	-113.53   	 75.91   	 -30.52		 75.26   	 -35.61		
-22.89   	-111.08   	 75.79   	 -35.61		 75.12   	 -35.61		
-20.45   	-104.98   	 75.65   	 -30.52		 74.97   	 -35.61		
-17.40   	-97.35   	 75.52   	 -30.52		 74.83   	 -30.52		
-15.56   	-91.86   	 75.40   	 -35.61		 74.71   	 -30.52		
-15.87   	-89.11   	 75.26   	 -35.61		 74.59   	 -35.61		
-17.40   	-88.81   	 75.12   	 -35.61		 74.45   	 -30.52		
-18.62   	-90.33   	 74.97   	 -35.61		 74.32   	 -30.52		
-18.62   	-93.08   	 74.83   	 -40.69		 74.20   	 -30.52		
-17.70   	-95.83   	 74.67   	 -40.69		 74.08   	 -30.52		
-17.70   	-97.05   	 74.51   	 -35.61		 73.96   	 -30.52		
-18.62   	-95.52   	 74.36   	 -40.69		 73.83   	 -25.43		
-19.84   	-90.94   	 74.20   	 -40.69		 73.73   	 -30.52		
-20.45   	-85.45   	 74.04   	 -40.69		 73.61   	 -30.52		
-19.84   	-81.18   	 73.88   	 -35.61		 73.49   	 -30.52		
-18.92   	-79.65   	 73.73   	 -40.69		 73.37   	 -25.43		
-18.31   	-80.87   	 73.57   	 -35.61		 73.27   	 -30.52		
-18.31   	-84.23   	 73.43   	 -35.61		 73.14   	 -30.52		
-18.31   	-86.98   	 73.29   	 -35.61		 73.02   	 -25.43		
-18.01   	-87.89   	 73.14   	 -30.52		 72.92   	 -25.43		
-17.70   	-86.67   	 73.02   	 -35.61		 72.82   	 -30.52		
-18.62   	-83.92   	 72.88   	 -30.52		 72.70   	 -25.43		
-20.45   	-80.87   	 72.76   	 -35.61		 72.59   	 -25.43		
-22.28   	-78.74   	 72.61   	 -30.52		 72.49   	 -30.52		
-23.50   	-76.90   	 72.49   	 -30.52		 72.37   	 -25.43		
-22.89   	-75.38   	 72.37   	 -30.52		 72.27   	 -25.43		
-21.36   	-74.16   	 72.25   	 -30.52		 72.17   	 -25.43		
-19.53   	-73.85   	 72.13   	 -30.52		 72.06   	 -25.43		
-18.31   	-74.46   	 72.00   	 -30.52		 71.96   	 -25.43		
-18.01   	-75.38   	 71.88   	 -25.43		 71.86   	 -25.43		
-18.62   	-76.60   	 71.78   	 -25.43		 71.76   	 -25.43		
-19.53   	-77.82   	 71.68   	 -25.43		 71.66   	 -25.43		
-21.36   	-78.74   	 71.58   	 -25.43		 71.56   	 -25.43		
-23.19   	-79.04   	 71.47   	 -25.43		 71.45   	 -25.43		
-23.50   	-77.51   	 71.37   	 -25.43		 71.35   	 -25.43		
-21.67   	-73.24   	 71.27   	 -20.35		 71.25   	 -25.43		
-18.01   	-67.14   	 71.19   	 -25.43		 71.15   	 -30.52		
-14.04   	-61.95   	 71.09   	 -25.43		 71.03   	 -25.43		
-11.90   	-60.73   	 70.99   	 -25.43		 70.93   	 -25.43		
-12.21   	-64.70   	 70.88   	 -30.52		 70.82   	 -25.43		
-13.43   	-72.02   	 70.76   	 -25.43		 70.72   	 -20.35		
-14.65   	-79.35   	 70.66   	 -25.43		 70.64   	 -25.43		
-15.87   	-83.01   	 70.56   	 -30.52		 70.54   	 -25.43		
-18.01   	-82.09   	 70.44   	 -25.43		 70.44   	 -25.43		
-20.75   	-77.21   	 70.34   	 -25.43		 70.34   	 -25.43		
-23.50   	-71.11   	 70.23   	 -25.43		 70.23   	 -25.43		
-24.41   	-65.92   	 70.13   	 -25.43		 70.13   	 -25.43		
-22.89   	-63.48   	 70.03   	 -25.43		 70.03   	 -25.43		
-19.23   	-64.39   	 69.93   	 -20.35		 69.93   	 -25.43		
-15.56   	-67.14   	 69.85   	 -25.43		 69.83   	 -25.43		
-12.82   	-69.27   	 69.75   	 -25.43		 69.73   	 -25.43		
-11.29   	-68.97   	 69.64   	 -20.35		 69.62   	 -25.43		
-11.29   	-66.83   	 69.56   	 -25.43		 69.52   	 -25.43		
-13.12   	-65.31   	 69.46   	 -25.43		 69.42   	 -25.43		
-16.17   	-65.92   	 69.36   	 -30.52		 69.32   	 -25.43		
-18.92   	-67.44   	 69.24   	 -25.43		 69.22   	 -20.35		
-19.53   	-66.83   	 69.14   	 -25.43		 69.14   	 -25.43		
-17.40   	-63.17   	 69.03   	 -25.43		 69.03   	 -25.43		
-13.73   	-57.98   	 68.93   	 -25.43		 68.93   	 -25.43		
-11.29   	-54.93   	 68.83   	 -20.35		 68.83   	 -25.43		
-11.29   	-57.07   	 68.75   	 -25.43		 68.73   	 -20.35		
-14.04   	-63.17   	 68.65   	 -25.43		 68.65   	 -25.43		
-16.48   	-69.27   	 68.55   	 -20.35		 68.55   	 -25.43		
-16.78   	-71.72   	 68.46   	 -25.43		 68.44   	 -20.35		
-14.04   	-69.89   	 68.36   	 -20.35		 68.36   	 -25.43		
-10.07   	-65.00   	 68.28   	 -25.43		 68.26   	 -25.43		
 -7.02   	-59.51   	 68.18   	 -20.35		 68.16   	 -20.35		
 -6.41   	-56.15   	 68.10   	 -25.43		 68.08   	 -25.43		
 -8.85   	-54.93   	 68.00   	 -20.35		 67.98   	 -25.43		
-12.21   	-54.63   	 67.91   	 -25.43		 67.87   	 -20.35		
-14.65   	-54.93   	 67.81   	 -25.43		 67.79   	 -25.43		
-14.95   	-56.15   	 67.71   	 -20.35		 67.69   	 -20.35		
-12.82   	-58.59   	 67.63   	 -25.43		 67.61   	 -25.43		
 -9.77   	-61.34   	 67.53   	 -25.43		 67.51   	 -25.43		
 -7.32   	-62.56   	 67.43   	 -25.43		 67.41   	 -20.35		
 -6.41   	-61.65   	 67.32   	 -20.35		 67.32   	 -25.43		
 -7.32   	-59.51   	 67.24   	 -25.43		 67.22   	 -20.35		
 -7.63   	-57.68   	 67.14   	 -20.35		 67.14   	 -25.43		
 -7.02   	-57.37   	 67.06   	 -25.43		 67.04   	 -25.43		
 -5.80   	-57.37   	 66.96   	 -20.35		 66.94   	 -25.43		
 -5.49   	-55.54   	 66.88   	 -20.35		 66.84   	 -20.35		
 -7.32   	-51.88   	 66.80   	 -25.43		 66.75   	 -25.43		
-10.99   	-49.13   	 66.69   	 -20.35		 66.65   	 -25.43		
-15.26   	-51.27   	 66.61   	 -20.35		 66.55   	 -20.35		
-18.31   	-57.07   	 66.53   	 -20.35		 66.47   	 -25.43		
-18.62   	-63.17   	 66.45   	 -20.35		 66.37   	 -25.43		
-15.87   	-63.48   	 66.37   	 -20.35		 66.27   	 -20.35		
-11.29   	-57.07   	 66.29   	 -20.35		 66.18   	 -25.43		
 -7.63   	-47.61   	 66.21   	 -15.26		 66.08   	 -20.35		
 -7.93   	-40.89   	 66.14   	 -20.35		 66.00   	 -25.43		
-12.21   	-39.67   	 66.06   	 -20.35		 65.90   	 -20.35		
-17.09   	-43.33   	 65.98   	 -15.26		 65.82   	 -25.43		
-18.31   	-48.52   	 65.92   	 -20.35		 65.72   	 -20.35		
-14.04   	-52.80   	 65.84   	 -15.26		 65.64   	 -20.35		
 -6.71   	-53.71   	 65.78   	 -20.35		 65.55   	 -20.35		
 -0.61   	-50.35   	 65.70   	 -20.35		 65.47   	 -20.35		
  1.22   	-40.59   	 65.62   	 -20.35		 65.39   	 -20.35		
  0.00   	-24.41   	 65.53   	 -25.43		 65.31   	 -20.35		
 -1.83   	 -4.27   	 65.43   	 -20.35		 65.23   	 -15.26		
 -2.44   	 14.95   	 65.35   	 -25.43		 65.17   	 -20.35		
 -2.44   	 30.82   	 65.25   	 -20.35		 65.09   	 -20.35		
 -3.36   	 43.64   	 65.17   	 -25.43		 65.00   	 -15.26		
 -4.27   	 53.71   	 65.07   	 -25.43		 64.94   	 -20.35		
 -3.97   	 61.95   	 64.96   	 -25.43		 64.86   	 -15.26		
 -0.61   	 68.66   	 64.86   	 -20.35		 64.80   	 -20.35		
  4.58   	 73.55   	 64.78   	  N/A		 64.72   	  N/A		
