  I     	  II     	  AO     	  AO'		  CH2     	  CH2'		
 38.76   	173.34   	119.63   	 183.11		-12.35   	-239.06		
 40.59   	177.00   	120.37   	 203.46		-13.31   	-218.72		
 37.23   	176.70   	121.18   	 167.85		-14.18   	-183.11		
 34.48   	173.65   	121.85   	  71.21		-14.91   	-142.42		
 32.35   	174.56   	122.14   	 -61.04		-15.48   	 -96.64		
 36.93   	173.95   	121.89   	-213.63		-15.87   	 -50.86		
 40.59   	174.56   	121.04   	-356.05		-16.07   	   5.09		
 38.76   	179.44   	119.61   	-473.04		-16.05   	  61.04		
 43.33   	178.22   	117.72   	-549.34		-15.81   	 116.99		
 43.33   	177.61   	115.52   	-559.51		-15.34   	 172.94		
 42.72   	179.75   	113.29   	-523.90		-14.65   	 213.63		
 44.25   	178.22   	111.19   	-432.35		-13.79   	 264.50		
 43.64   	178.83   	109.46   	-315.36		-12.74   	 305.19		
 43.33   	179.14   	108.20   	-172.94		-11.52   	 335.71		
 38.15   	177.61   	107.51   	 -40.69		-10.17   	 361.14		
 38.76   	179.14   	107.34   	  71.21		 -8.73   	 381.48		
 41.81   	178.83   	107.63   	 157.68		 -7.20   	 391.66		
 43.64   	180.05   	108.26   	 193.29		 -5.64   	 401.83		
 45.17   	179.44   	109.03   	 198.37		 -4.03   	 396.74		
 48.22   	179.14   	109.83   	 152.59		 -2.44   	 391.66		
 49.13   	182.80   	110.44   	  91.56		 -0.87   	 376.40		
 43.64   	180.66   	110.80   	   0.00		  0.63   	 361.14		
 45.78   	184.02   	110.80   	 -81.38		  2.08   	 335.71		
 43.03   	183.72   	110.48   	-162.77		  3.42   	 315.36		
 38.76   	177.00   	109.83   	-218.72		  4.68   	 279.75		
 40.28   	172.42   	108.95   	-249.24		  5.80   	 249.24		
 40.28   	167.24   	107.95   	-259.41		  6.80   	 218.72		
 43.03   	159.00   	106.92   	-249.24		  7.67   	 178.03		
 42.72   	156.25   	105.92   	-223.80		  8.38   	 132.25		
 42.42   	155.64   	105.03   	-203.46		  8.91   	  91.56		
 41.20   	155.64   	104.21   	-183.11		  9.28   	  45.78		
 37.54   	154.72   	103.48   	-172.94		  9.46   	 -10.17		
 38.15   	153.81   	102.79   	-162.77		  9.42   	 -61.04		
 38.76   	155.03   	102.14   	-167.85		  9.18   	-111.90		
 42.42   	151.67   	101.46   	-172.94		  8.73   	-172.94		
 43.33   	150.76   	100.77   	-193.29		  8.04   	-228.89		
 42.42   	159.91   	100.00   	-223.80		  7.12   	-279.75		
 53.41   	165.41   	 99.10   	-264.50		  6.00   	-325.53		
 53.71   	175.48   	 98.05   	-305.19		  4.70   	-361.14		
 61.04   	199.28   	 96.83   	-340.79		  3.26   	-396.74		
 76.60   	221.25   	 95.46   	-335.71		  1.67   	-412.00		
 80.26   	248.11   	 94.12   	-279.75		  0.02   	-422.18		
 90.03   	274.66   	 93.00   	-172.94		 -1.67   	-417.09		
 94.60   	289.31   	 92.31   	 -15.26		 -3.34   	-396.74		
102.84   	297.24   	 92.25   	 167.85		 -4.92   	-376.40		
105.29   	300.29   	 92.92   	 335.71		 -6.43   	-335.71		
107.12   	300.90   	 94.26   	 473.04		 -7.77   	-289.93		
114.75   	304.57   	 96.15   	 549.34		 -8.93   	-233.98		
106.51   	294.80   	 98.35   	 544.25		 -9.87   	-178.03		
 90.03   	267.03   	100.53   	 457.78		-10.58   	-122.07		
 76.60   	228.58   	102.36   	 300.10		-11.07   	 -55.95		
 61.34   	182.80   	103.56   	  96.64		-11.29   	  -5.09		
 46.39   	150.45   	103.95   	-137.33		-11.31   	  50.86		
 41.20   	133.97   	103.40   	-350.97		-11.11   	  96.64		
 41.50   	130.31   	101.99   	-534.08		-10.72   	 132.25		
 39.98   	129.09   	 99.86   	-656.15		-10.19   	 152.59		
 36.01   	114.75   	 97.23   	-712.10		 -9.58   	 167.85		
 31.74   	 97.05   	 94.38   	-701.93		 -8.91   	 172.94		
 34.48   	 75.38   	 91.58   	-615.46		 -8.22   	 167.85		
 26.86   	 53.71   	 89.11   	-493.39		 -7.55   	 152.59		
 28.08   	 37.54   	 87.14   	-335.71		 -6.94   	 132.25		
 36.93   	 31.43   	 85.80   	-172.94		 -6.41   	 116.99		
 36.01   	 34.18   	 85.11   	 -10.17		 -5.94   	  86.47		
 42.42   	 39.98   	 85.07   	 127.16		 -5.60   	  61.04		
 45.78   	 53.71   	 85.57   	 233.98		 -5.35   	  40.69		
 42.11   	 63.17   	 86.51   	 284.84		 -5.19   	  25.43		
 41.50   	 62.87   	 87.65   	 295.01		 -5.09   	   5.09		
 38.45   	 66.83   	 88.83   	 254.32		 -5.07   	 -10.17		
 43.33   	 67.14   	 89.85   	 172.94		 -5.11   	 -15.26		
 48.83   	 64.70   	 90.54   	  61.04		 -5.17   	 -20.35		
 50.66   	 70.19   	 90.78   	 -61.04		 -5.25   	 -25.43		
 58.29   	 66.83   	 90.54   	-172.94		 -5.35   	 -20.35		
 58.90   	 63.78   	 89.85   	-279.75		 -5.43   	 -25.43		
 61.65   	 65.61   	 88.73   	-340.79		 -5.53   	 -15.26		
 59.81   	 57.37   	 87.36   	-376.40		 -5.60   	 -15.26		
 53.71   	 57.07   	 85.86   	-361.14		 -5.66   	 -15.26		
 47.30   	 61.34   	 84.41   	-315.36		 -5.72   	 -10.17		
 34.48   	 58.29   	 83.15   	-239.06		 -5.76   	  -5.09		
 26.25   	 65.00   	 82.20   	-142.42		 -5.78   	   0.00		
 26.86   	 59.81   	 81.63   	 -45.78		 -5.78   	   0.00		
 23.19   	 57.68   	 81.44   	  40.69		 -5.78   	   0.00		
 23.19   	 68.36   	 81.61   	 111.90		 -5.78   	   5.09		
 24.72   	 73.85   	 82.05   	 152.59		 -5.76   	  10.17		
 18.92   	 88.20   	 82.66   	 172.94		 -5.72   	  10.17		
 15.56   	 94.30   	 83.36   	 157.68		 -5.68   	  15.26		
 18.62   	 91.25   	 83.99   	 127.16		 -5.62   	  20.35		
 18.31   	 91.86   	 84.50   	  76.30		 -5.53   	  25.43		
 21.67   	 90.94   	 84.80   	  20.35		 -5.43   	  25.43		
 19.23   	 93.38   	 84.88   	 -35.61		 -5.33   	  25.43		
 15.87   	 93.08   	 84.74   	 -86.47		 -5.23   	  30.52		
 17.09   	 93.08   	 84.39   	-122.07		 -5.11   	  35.61		
 12.82   	 97.66   	 83.91   	-147.51		 -4.96   	  30.52		
 19.23   	109.56   	 83.32   	-157.68		 -4.84   	  35.61		
 21.97   	141.30   	 82.69   	-152.59		 -4.70   	  30.52		
 27.16   	202.64   	 82.07   	-137.33		 -4.58   	  30.52		
 48.22   	282.59   	 81.53   	-116.99		 -4.46   	  30.52		
 51.88   	430.91   	 81.06   	 -96.64		 -4.33   	  20.35		
 83.01   	595.09   	 80.67   	 -81.38		 -4.25   	  20.35		
126.04   	784.91   	 80.35   	 -71.21		 -4.17   	  20.35		
167.85   	1019.90   	 80.06   	 -66.12		 -4.09   	  10.17		
236.21   	1205.75   	 79.80   	 -66.12		 -4.05   	   5.09		
321.66   	1321.72(R)	 79.53   	 -71.21		 -4.03   	   0.00		
396.42   	1306.46   	 79.25   	 -81.38		 -4.03   	  -5.09		
400.09   	1083.07   	 78.92   	 -86.47		 -4.05   	 -10.17		
313.11   	692.44   	 78.58   	 -96.64		 -4.09   	 -15.26		
198.97   	301.21   	 78.19   	 -96.64		 -4.15   	 -15.26		
103.76   	 13.12   	 77.80   	 -91.56		 -4.21   	 -25.43		
 73.24   	-177.31   	 77.44   	 -91.56		 -4.31   	 -25.43		
140.99   	-123.60   	 77.07   	 -76.30		 -4.42   	 -30.52		
207.82   	-88.20   	 76.76   	 -66.12		 -4.54   	 -30.52		
196.53   	-100.40   	 76.50   	 -55.95		 -4.66   	 -30.52		
136.41   	-39.37   	 76.28   	 -45.78		 -4.78   	 -30.52		
 79.04   	-56.76   	 76.09   	 -30.52		 -4.90   	 -30.52		
 27.47   	-30.82   	 75.97   	 -25.43		 -5.03   	 -25.43		
 -5.49   	 16.48   	 75.87   	 -15.26		 -5.13   	 -25.43		
 -9.77   	 35.10   	 75.81   	 -15.26		 -5.23   	 -15.26		
  5.19   	 30.21   	 75.75   	 -15.26		 -5.29   	 -15.26		
 -2.44   	 26.55   	 75.69   	 -15.26		 -5.35   	 -10.17		
 -1.83   	 36.01   	 75.63   	 -20.35		 -5.39   	  -5.09		
  9.77   	 40.59   	 75.54   	 -25.43		 -5.41   	   0.00		
  3.66   	 44.56   	 75.44   	 -25.43		 -5.41   	   5.09		
 -3.97   	 37.84   	 75.34   	 -25.43		 -5.39   	  10.17		
  0.92   	 36.32   	 75.24   	 -15.26		 -5.35   	  15.26		
 -1.22   	 28.08   	 75.18(D)	   5.09		 -5.29   	  20.35		
  0.31   	 29.30   	 75.20   	  30.52		 -5.21   	  20.35		
 -1.53   	 35.71   	 75.32   	  71.21		 -5.13   	  25.43		
 -3.97   	 34.18   	 75.60   	 116.99		 -5.03   	  25.43		
  5.49   	 36.62   	 76.07   	 172.94		 -4.92   	  20.35		
 -2.14   	 36.32   	 76.76   	 218.72		 -4.84   	  25.43		
 -7.02   	 37.23   	 77.64   	 269.58		 -4.74   	  25.43		
 -7.02   	 36.93   	 78.72   	 305.19		 -4.64   	  20.35		
 -8.85   	 32.96   	 79.94   	 330.62		 -4.56   	  20.35		
 -6.10   	 28.99   	 81.26   	 345.88		 -4.48   	  15.26		
 -3.66   	 25.63   	 82.64   	 345.88		 -4.42   	  15.26		
 -0.92   	 27.16   	 84.03   	 340.79		 -4.35   	  10.17		
 -2.44   	 28.99   	 85.39   	 325.53		 -4.31   	  10.17		
 -3.97   	 32.35   	 86.69   	 310.27		 -4.27   	   5.09		
 -8.24   	 29.30   	 87.93   	 295.01		 -4.25   	   0.00		
 -9.46   	 21.97   	 89.11   	 274.67		 -4.25   	   0.00		
 -7.93   	 22.58   	 90.21   	 274.67		 -4.25   	   0.00		
 -9.16   	 28.08   	 91.31   	 269.58		 -4.25   	   0.00		
 -1.83   	 35.10   	 92.39   	 274.67		 -4.25   	  -5.09		
 -6.10   	 40.59   	 93.49   	 289.93		 -4.27   	  -5.09		
 -9.46   	 37.54   	 94.65   	 300.10		 -4.29   	  -5.09		
 -9.46   	 25.33   	 95.85   	 315.36		 -4.31   	  -5.09		
 -9.77   	 20.45   	 97.11   	 325.53		 -4.33   	  -5.09		
 -9.77   	 19.23   	 98.41   	 330.62		 -4.35   	  -5.09		
 -5.49   	 20.14   	 99.74   	 325.53		 -4.37   	  -5.09		
 -7.02   	 21.97   	101.04   	 325.53		 -4.39   	  -5.09		
-12.82   	 23.19   	102.34   	 310.27		 -4.42   	  -5.09		
-17.09   	 18.62   	103.58   	 310.27		 -4.44   	   0.00		
-18.31   	 17.70   	104.82   	 300.10		 -4.44   	  -5.09		
-18.31   	 15.87   	106.02   	 295.01		 -4.46   	  -5.09		
-22.58   	  8.54   	107.20   	 289.93		 -4.48   	  -5.09		
-21.67   	  4.27   	108.36   	 279.75		 -4.50   	  -5.09		
-22.89   	 -0.61   	109.48   	 254.32		 -4.52   	  -5.09		
-27.16   	 -4.58   	110.50   	 233.98		 -4.54   	  -5.09		
-28.38   	 -7.02   	111.43   	 203.46		 -4.56   	   0.00		
-29.91   	-17.09   	112.25   	 178.03		 -4.56   	 -10.17		
-31.43   	-24.72   	112.96   	 157.68		 -4.60   	  -5.09		
-44.86   	-28.99   	113.59   	 157.68		 -4.62   	  -5.09		
-43.33   	-26.55   	114.22   	 172.94		 -4.64   	  -5.09		
-46.39   	-23.19   	114.91   	 203.46		 -4.66   	  -5.09		
-50.35   	-20.75   	115.73   	 233.98		 -4.68   	 -10.17		
-49.13   	-25.33   	116.66   	 279.75		 -4.72   	  -5.09		
-51.88   	-31.13   	117.78   	 310.27		 -4.74   	 -10.17		
-58.59   	-37.54   	119.02   	 330.62		 -4.78   	  -5.09		
-66.22   	-45.78   	120.35   	 335.71		 -4.80   	  -5.09		
-64.39   	-47.61   	121.69   	 320.45		 -4.82   	  -5.09		
-66.22   	-50.05   	122.97   	 300.10		 -4.84   	  -5.09		
-68.97   	-47.30   	124.17   	 264.50		 -4.86   	  -5.09		
-69.58   	-36.32   	125.23   	 228.89		 -4.88   	   0.00		
-71.11   	-32.65   	126.14   	 193.29		 -4.88   	   0.00		
-72.63   	-30.82   	126.92   	 162.77		 -4.88   	   0.00		
-68.66   	-23.19   	127.57   	 132.25		 -4.88   	   5.09		
-65.31   	-12.51   	128.10   	 122.07		 -4.86   	   0.00		
-62.26   	  9.46   	128.59   	 106.82		 -4.86   	  10.17		
-57.98   	 30.21   	129.01   	 101.73		 -4.82   	   5.09		
-48.83   	 50.05   	129.42   	 101.73		 -4.80   	  10.17		
-38.76   	 60.42   	129.83   	 106.82		 -4.76   	  10.17		
-29.30   	 63.78   	130.25   	 101.73		 -4.72   	  15.26		
-20.14   	 78.43   	130.66   	  91.56		 -4.66   	  15.26		
-16.48   	 88.20   	131.03   	  86.47		 -4.60   	  15.26		
-10.38   	 96.74   	131.37   	  71.21		 -4.54   	  15.26		
 -1.83   	 99.79   	131.66   	  50.86		 -4.48   	  15.26		
 -0.61   	100.10   	131.86   	  35.61		 -4.42   	  20.35		
  3.66   	109.56   	132.00   	  15.26		 -4.33   	  15.26		
 10.68   	119.93   	132.06   	  -5.09		 -4.27   	  10.17		
 11.29   	130.31   	132.04   	 -25.43		 -4.23   	  15.26		
 15.87   	137.63   	131.94   	 -50.86		 -4.17   	  10.17		
 25.63   	135.50   	131.74   	 -86.47		 -4.13   	   5.09		
 28.38   	136.72   	131.39   	-116.99		 -4.11   	   5.09		
 28.38   	143.13   	130.93   	-157.68		 -4.09   	   0.00		
 35.40   	148.32   	130.29   	-203.46		 -4.09   	   5.09		
 33.26   	146.79   	129.48   	-244.15		 -4.07   	  -5.09		
 27.77   	136.72   	128.50   	-289.93		 -4.09   	   0.00		
 30.52   	133.36   	127.34   	-330.62		 -4.09   	  -5.09		
 31.74   	131.84   	126.02   	-366.22		 -4.11   	   0.00		
 35.40   	129.39   	124.56   	-401.83		 -4.11   	 -10.17		
 38.45   	137.33   	122.95   	-432.35		 -4.15   	  -5.09		
 42.72   	135.80   	121.22   	-447.61		 -4.17   	 -10.17		
 41.50   	133.67   	119.43   	-442.52		 -4.21   	  -5.09		
 37.23   	136.72   	117.66   	-427.26		 -4.23   	 -10.17		
 39.67   	139.16   	115.95   	-376.40		 -4.27   	 -10.17		
 40.28   	144.04   	114.45   	-310.27		 -4.31   	 -10.17		
 38.76   	146.18   	113.20   	-228.89		 -4.35   	  -5.09		
 40.59   	143.13   	112.29   	  N/A		 -4.37   	  N/A		
