  I     	  II     	  FA     	  FA'		  LVp     	  LVp'		
-62.87   	-85.14   	 89.64   	 198.37		-25.17   	 661.24		
-70.80   	-87.89   	 90.44   	 203.46		-22.52   	 762.97		
-73.85   	-91.55   	 91.25   	 198.37		-19.47   	 824.00		
-69.89   	-95.21   	 92.04   	 198.37		-16.17   	 859.61		
-60.42   	-95.83   	 92.84   	 193.29		-12.74   	 854.52		
-49.44   	-90.03   	 93.61   	 188.20		 -9.32   	 834.18		
-41.81   	-79.04   	 94.36   	 183.11		 -5.98   	 788.40		
-39.06   	-68.36   	 95.10   	 183.11		 -2.83   	 732.45		
-39.98   	-63.17   	 95.83   	 183.11		  0.10   	 681.58		
-43.03   	-66.83   	 96.56   	 193.29		  2.83   	 630.72		
-45.78   	-75.99   	 97.33   	 198.37		  5.35   	 610.37		
-47.91   	-84.84   	 98.13   	 203.46		  7.79   	 615.46		
-51.27   	-90.64   	 98.94   	 213.63		 10.25   	 676.50		
-55.24   	-93.08   	 99.80   	 223.80		 12.96   	 768.05		
-58.59   	-92.47   	100.69   	 228.89		 16.03   	 905.39		
-57.68   	-89.42   	101.61   	 233.98		 19.65   	1057.98		
-51.27   	-83.01   	102.54   	 244.15		 23.89   	1210.58		
-41.50   	-75.07   	103.52   	 254.32		 28.73   	1347.91		
-32.65   	-69.58   	104.54   	 274.67		 34.12   	1449.64		
-29.30   	-69.58   	105.64   	 325.53		 39.92   	1505.59		
-31.43   	-73.85   	106.94   	 396.74		 45.94   	1515.76		
-35.40   	-77.51   	108.52   	 488.30		 52.00   	1469.98		
-35.71   	-75.99   	110.48   	 564.60		 57.88   	1383.51		
-30.21   	-68.36   	112.74   	 630.72		 63.42   	1271.61		
-21.36   	-57.98   	115.26   	 676.50		 68.50   	1149.54		
-14.04   	-49.74   	117.96   	 696.84		 73.10   	1037.64		
-10.68   	-44.86   	120.75   	 707.02		 77.25   	 940.99		
-11.90   	-42.11   	123.58   	 691.76		 81.02   	 864.70		
-15.26   	-41.50   	126.35   	 671.41		 84.48   	 813.83		
-18.01   	-43.33   	129.03   	 645.98		 87.73   	 783.31		
-17.70   	-46.39   	131.62   	 615.46		 90.86   	 762.97		
-14.95   	-47.61   	134.08   	 569.68		 93.92   	 778.23		
 -9.46   	-43.64   	136.36   	 523.90		 97.03   	 824.00		
 -0.31   	-32.96   	138.45   	 483.21		100.33   	 890.13		
 11.90   	-20.75   	140.39   	 447.61		103.89   	 961.34		
 24.41   	-13.43   	142.18   	 422.18		107.73   	1027.46		
 33.87   	-12.51   	143.87   	 386.57		111.84   	1073.24		
 37.84   	-14.95   	145.41   	 350.97		116.13   	1088.50		
 36.32   	-14.95   	146.82   	 315.36		120.49   	1073.24		
 31.13   	 -8.85   	148.08   	 295.01		124.78   	1022.38		
 27.16   	  0.00   	149.26   	 279.75		128.87   	 920.65		
 27.47   	  6.41   	150.38   	 274.67		132.55   	 778.23		
 33.26   	  8.54   	151.47   	 259.41		135.67   	 610.37		
 44.56   	  9.77   	152.51   	 249.24		138.11   	 452.69		
 57.37   	 14.95   	153.51   	 233.98		139.92   	 320.45		
 67.14   	 25.02   	154.44   	 223.80		141.20   	 259.41		
 71.41   	 35.40   	155.34   	 213.63		142.24   	 254.32		
 70.50   	 39.06   	156.19   	 198.37		143.25   	 315.36		
 67.75   	 37.23   	156.99   	 193.29		144.52   	 422.18		
 67.44   	 36.93   	157.76   	 178.03		146.20   	 534.08		
 72.02   	 44.86   	158.47   	 172.94		148.34   	 615.46		
 79.96   	 61.34   	159.17   	 178.03		150.80   	 645.98		
 88.81   	 79.96   	159.88   	 172.94		153.39   	 605.29		
 95.52   	 92.16   	160.57   	 162.77		155.81   	 493.39		
 96.13   	 95.52   	161.22   	 122.07		157.78   	 356.05		
 89.72   	 93.69   	161.71   	  76.30		159.21   	 213.63		
 77.82   	 91.86   	162.01   	  25.43		160.06   	  96.64		
 63.17   	 89.72   	162.12   	 -25.43		160.45   	  20.35		
 49.13   	 83.31   	162.01   	 -71.21		160.53   	 -10.17		
 38.45   	 71.72   	161.73   	-101.73		160.49   	 -25.43		
 31.43   	 57.07   	161.32   	-122.07		160.39   	 -40.69		
 25.33   	 43.03   	160.83   	-137.33		160.22   	 -76.30		
 17.70   	 31.43   	160.28   	-142.42		159.92   	-147.51		
  7.32   	 21.36   	159.71   	-142.42		159.33   	-254.32		
 -6.71   	  9.16   	159.14   	-137.33		158.31   	-381.48		
-21.36   	 -4.27   	158.60   	-132.25		156.78   	-523.90		
-31.43   	-15.26   	158.07   	-137.33		154.69   	-651.07		
-35.71   	-21.67   	157.52   	-137.33		152.08   	-732.45		
-36.62   	-25.94   	156.97   	-147.51		149.16   	-768.05		
-37.84   	-32.04   	156.38   	-147.51		146.08   	-757.88		
-42.42   	-43.03   	155.79   	-147.51		143.05   	-691.76		
-48.83   	-57.37   	155.20   	-152.59		140.28   	-605.29		
-50.66   	-68.36   	154.59   	-152.59		137.86   	-508.65		
-45.17   	-71.11   	153.98   	-152.59		135.83   	-427.26		
-37.84   	-65.92   	153.37   	-147.51		134.12   	-361.14		
-35.10   	-57.37   	152.78   	-152.59		132.67   	-325.53		
-39.06   	-49.13   	152.17   	-167.85		131.37   	-315.36		
-47.00   	-44.86   	151.49   	-183.11		130.11   	-310.27		
-50.96   	-43.33   	150.76   	-208.54		128.87   	-295.01		
-48.83   	-44.86   	149.93   	-239.06		127.69   	-269.58		
-44.56   	-50.05   	148.97   	-259.41		126.61   	-218.72		
-43.64   	-56.46   	147.93   	-284.84		125.74   	-147.51		
-45.78   	-59.51   	146.79   	-295.01		125.15   	 -66.12		
-47.91   	-55.24   	145.61   	-315.36		124.88   	  10.17		
-46.08   	-44.86   	144.35   	-325.53		124.92   	  81.38		
-41.81   	-34.48   	143.05   	-340.79		125.25   	 132.25		
-39.37   	-30.82   	141.69   	-345.88		125.78   	 167.85		
-42.11   	-35.40   	140.30   	-361.14		126.45   	 183.11		
-48.83   	-42.72   	138.86   	-376.40		127.18   	 203.46		
-55.85   	-47.30   	137.35   	-401.83		128.00   	 218.72		
-58.90   	-48.22   	135.75   	-437.43		128.87   	 264.50		
-56.46   	-49.44   	134.00   	-478.13		129.93   	 315.36		
-50.05   	-53.71   	132.08   	-528.99		131.19   	 391.66		
-43.03   	-59.51   	129.97   	-579.86		132.76   	 483.21		
-38.76   	-61.04   	127.65   	-615.46		134.69   	 569.68		
-39.06   	-56.15   	125.19   	-625.63		136.97   	 635.81		
-43.33   	-47.91   	122.69   	-610.37		139.51   	 656.15		
-47.61   	-41.81   	120.24   	-590.03		142.14   	 625.63		
-48.52   	-41.81   	117.88   	-549.34		144.64   	 534.08		
-45.47   	-46.39   	115.69   	-503.56		146.77   	 376.40		
-39.67   	-49.44   	113.67   	-467.95		148.28   	 178.03		
-34.18   	-47.91   	111.80   	-427.26		148.99   	 -45.78		
-31.13   	-42.72   	110.09   	-391.66		148.81   	-279.75		
-30.82   	-38.76   	108.52   	-361.14		147.69   	-503.56		
-31.43   	-38.76   	107.08   	-340.79		145.68   	-681.58		
-31.43   	-40.89   	105.72   	-325.53		142.95   	-824.00		
-29.91   	-40.28   	104.41   	-310.27		139.65   	-915.56		
-28.69   	-36.93   	103.17   	-305.19		135.99   	-956.25		
-28.99   	-34.18   	101.95   	-305.19		132.17   	-956.25		
-30.82   	-36.32   	100.73   	-300.10		128.34   	-935.91		
-32.96   	-43.03   	 99.53   	-300.10		124.60   	-885.04		
-33.87   	-50.35   	 98.33   	-300.10		121.06   	-829.09		
-33.26   	-53.10   	 97.13   	-295.01		117.74   	-778.23		
-32.04   	-50.05   	 95.95   	-284.84		114.63   	-727.36		
-32.35   	-45.17   	 94.81   	-284.84		111.72   	-686.67		
-36.01   	-43.95   	 93.67   	-269.58		108.97   	-651.07		
-41.20   	-47.30   	 92.59   	-259.41		106.37   	-620.55		
-46.69   	-52.49   	 91.56   	-249.24		103.89   	-590.03		
-49.74   	-56.76   	 90.56   	-228.89		101.53   	-564.60		
-49.13   	-60.12   	 89.64   	-218.72		 99.27   	-523.90		
-44.25   	-63.17   	 88.77   	-198.37		 97.17   	-483.21		
-38.15   	-67.14   	 87.98   	-183.11		 95.24   	-437.43		
-33.26   	-70.80   	 87.24   	-167.85		 93.49   	-386.57		
-31.13   	-71.41   	 86.57   	-152.59		 91.94   	-330.62		
-32.35   	-68.66   	 85.96   	-132.25		 90.62   	-274.67		
-36.62   	-65.92   	 85.43   	-127.16		 89.52   	-228.89		
-42.42   	-66.53   	 84.92   	-106.82		 88.61   	-178.03		
-47.61   	-70.19   	 84.50   	 -96.64		 87.89   	-142.42		
-47.91   	-72.33   	 84.11   	 -86.47		 87.32   	-101.73		
-42.72   	-69.58   	 83.76   	 -76.30		 86.92   	 -71.21		
-34.79   	-63.78   	 83.46   	 -66.12		 86.63   	 -40.69		
-30.21   	-59.81   	 83.19   	 -55.95		 86.47   	 -10.17		
-32.65   	-61.65   	 82.97   	 -50.86		 86.43   	  10.17		
-41.50   	-68.05   	 82.77   	 -40.69		 86.47   	  35.61		
-49.44   	-72.02   	 82.60   	 -30.52		 86.61   	  40.69		
-50.05   	-69.27   	 82.48   	 -30.52		 86.77   	  50.86		
-43.03   	-61.95   	 82.36   	 -25.43		 86.98   	  55.95		
-32.35   	-54.02   	 82.26   	 -20.35		 87.20   	  45.78		
-25.63   	-48.83   	 82.18   	 -20.35		 87.39   	  40.69		
-26.55   	-43.95   	 82.10   	 -25.43		 87.55   	  35.61		
-33.57   	-36.01   	 81.99   	 -25.43		 87.69   	  30.52		
-40.28   	-23.50   	 81.89   	 -25.43		 87.81   	  15.26		
-41.81   	-10.68   	 81.79   	 -25.43		 87.87   	   5.09		
-36.93   	 -3.05   	 81.69   	 -30.52		 87.89   	 -10.17		
-29.60   	 -5.19   	 81.57   	 -30.52		 87.85   	 -25.43		
-24.72   	-13.43   	 81.44   	 -35.61		 87.75   	 -50.86		
-24.11   	-20.75   	 81.30   	 -40.69		 87.55   	 -81.38		
-24.41   	-20.75   	 81.14   	 -45.78		 87.22   	-106.82		
-19.84   	-11.29   	 80.96   	 -50.86		 86.80   	-137.33		
 -9.16   	  1.83   	 80.75   	 -55.95		 86.25   	-157.68		
  5.49   	 10.99   	 80.53   	 -55.95		 85.62   	-172.94		
 18.62   	 11.29   	 80.30   	 -61.04		 84.92   	-183.11		
 23.80   	  4.27   	 80.06   	 -61.04		 84.19   	-178.03		
 20.45   	 -5.49   	 79.82   	 -66.12		 83.48   	-172.94		
 12.21   	-14.04   	 79.55   	 -66.12		 82.79   	-147.51		
  4.58   	-20.14   	 79.29   	 -66.12		 82.20   	-127.16		
  2.14   	-24.72   	 79.02   	 -71.21		 81.69   	 -96.64		
  3.05   	-29.60   	 78.74   	 -66.12		 81.30   	 -76.30		
  3.05   	-33.87   	 78.47   	 -66.12		 81.00   	 -61.04		
 -1.53   	-39.37   	 78.21   	 -66.12		 80.75   	 -55.95		
-11.90   	-47.30   	 77.94   	 -71.21		 80.53   	 -76.30		
-22.89   	-58.29   	 77.66   	  N/A		 80.22   	  N/A		
